,EPIC,camp,KOI,Mult,period,period_err,bjd0,bjd0_err,pdepth,sdepth,pwidth,swidth,sep,morph,ra,dec,GLon,GLat,kmag,Teff,Teff(Pinsonneault),Teff(Casagrande),SC,Unnamed: 23,tgas_hip,tgas_tycho2_id,tgas_solution_id,tgas_source_id,tgas_random_index,tgas_ref_epoch,tgas_ra,tgas_ra_error,tgas_dec,tgas_dec_error,tgas_parallax,tgas_parallax_error,tgas_pmra,tgas_pmra_error,tgas_pmdec,tgas_pmdec_error,tgas_ra_dec_corr,tgas_ra_parallax_corr,tgas_ra_pmra_corr,tgas_ra_pmdec_corr,tgas_dec_parallax_corr,tgas_dec_pmra_corr,tgas_dec_pmdec_corr,tgas_parallax_pmra_corr,tgas_parallax_pmdec_corr,tgas_pmra_pmdec_corr,tgas_astrometric_n_obs_al,tgas_astrometric_n_obs_ac,tgas_astrometric_n_good_obs_al,tgas_astrometric_n_good_obs_ac,tgas_astrometric_n_bad_obs_al,tgas_astrometric_n_bad_obs_ac,tgas_astrometric_delta_q,tgas_astrometric_excess_noise,tgas_astrometric_excess_noise_sig,tgas_astrometric_primary_flag,tgas_astrometric_relegation_factor,tgas_astrometric_weight_al,tgas_astrometric_weight_ac,tgas_astrometric_priors_used,tgas_matched_observations,tgas_duplicated_source,tgas_scan_direction_strength_k1,tgas_scan_direction_strength_k2,tgas_scan_direction_strength_k3,tgas_scan_direction_strength_k4,tgas_scan_direction_mean_k1,tgas_scan_direction_mean_k2,tgas_scan_direction_mean_k3,tgas_scan_direction_mean_k4,tgas_phot_g_n_obs,tgas_phot_g_mean_flux,tgas_phot_g_mean_flux_error,tgas_phot_g_mean_mag,tgas_phot_variable_flag,tgas_l,tgas_b,tgas_ecl_lon,tgas_ecl_lat,tgas_match_distance
300,211999656,K2C5,-1,1,1.948356,0.0002024,2457140.52072,0.02003,0.1263,0.1235,0.0577,0.0542,0.5006,0.45,126.494,20.2488,-1.0,-1.0,12.233,-1.0,-1.0,-1.0,False,,-2147483648,1387-114-1 ,1635378410781933568,663828770880866816,1038127,2015.0,126.493975179,0.947395705857,20.2487535354,0.707732153808,3.3054941797,0.901599180889,3.98485394986,4.20759790409,-3.58660698577,2.91284373539,-0.909297645092,-0.0586773939431,-0.458707362413,0.534717857838,0.127872377634,0.58097589016,-0.700156331062,0.514579713345,-0.379016667604,-0.940981507301,96,96,95,92,1,4,,1.21745758087,1916.04498611,True,11.8419685364,0.6643653512,4.41478950961e-05,5,16,True,0.44473901391,0.919390320778,0.383806049824,0.696512103081,20.8611774445,30.0988903046,20.376499176,30.7510471344,138,481942.528516,2717.62861028,11.3172819342,NOT_AVAILABLE,203.907007784,29.5090362624,123.9223344,1.0038570444,5.08410919303e-05
308,206314138,K2C3,-1,1,2.07512,0.0002477,2456980.99567,0.020797,0.0308,0.0126,0.0506,0.0477,0.5049,0.47,332.4406,-8.0226,-1.0,-1.0,10.842,-1.0,-1.0,-1.0,False,,-2147483648,5803-1834-1,1635378410781933568,2619114316011408640,1414353,2015.0,332.440586125,0.272101712224,-8.02253536271,0.143365144394,2.38449302282,0.613820396423,11.3898948589,2.21082766154,6.18577342359,1.11221206667,0.845960855484,0.957040667534,-0.9693364501,-0.938661038876,0.861429572105,-0.865130484104,-0.904103457928,-0.993087768555,-0.968750298023,0.969518482685,62,62,61,61,1,1,,0.185101917577,34.4468885904,True,2.0538995266,22.9060821533,1.88847443496e-05,5,7,False,0.0958254411817,0.175797760487,0.233090728521,0.954412281513,-158.964981079,-47.3172492981,-40.1364250183,25.1170120239,59,820851.996721,714.469708157,10.7391079165,NOT_AVAILABLE,51.8104015199,-47.2714717921,331.539666831,3.10645703502,7.24939675939e-05
310,202072061,K2C0,-1,1,2.1004224,0.0006935,56775.649793,0.023457,0.0692,0.0595,0.061,0.0655,0.5006,0.49,100.4788,24.9761,-1.0,-1.0,9.9,-1.0,-1.0,-1.0,False,,-2147483648,1897-1168-1 ,1635378410781933568,3383034138630394368,1881919,2015.0,100.478785786,0.311221826003,24.976110453,0.344858394378,2.53140063741,0.263574500657,-7.15575057174,0.948144672758,-3.54574688223,1.02299230583,-0.731072843075,0.219068050385,-0.635081529617,0.646182239056,-0.415542155504,0.548846006393,-0.712687015533,0.134194821119,0.0586373917758,-0.796509206295,59,59,58,58,1,1,,0.449043167527,199.757507112,True,4.46556091309,4.57348251343,2.13718376472e-05,5,7,False,0.304185628891,0.440192610025,0.449355870485,0.939276278019,-71.0636520386,40.5872573853,-27.8749141693,-40.6340332031,56,1843523.34377,7138.11152995,9.86064846067,NOT_AVAILABLE,189.477240051,9.15017753707,99.4944881086,1.88153921445,3.03816460162e-05
314,201725399,K2C1,-1,1,2.1612694,0.0002024,1986.342692,0.048074,0.3519,0.1089,0.1326,0.1184,0.5324,0.84,168.4307,4.0729,-1.0,-1.0,12.299,-1.0,-1.0,-1.0,False,,-2147483648,266-617-1   ,1635378410781933568,3812233484693507328,672937,2015.0,168.430633757,0.511485396013,4.0728958221,0.315632118344,1.3777577495,0.809936250087,-10.5934939628,2.91413722297,0.899882318377,1.18716009088,-0.885848224163,-0.8568764925,-0.923359036446,0.910892605782,0.71455603838,0.837816536427,-0.780053853989,0.9526694417,-0.930565059185,-0.955302298069,129,129,129,119,0,10,,0.746173662735,299.139736126,True,7.30076885223,1.7467597723,2.63940273726e-05,5,15,False,0.36668419838,0.568980395794,0.39069673419,0.195923656225,-10.5925445557,34.5698814392,1.90067815781,-34.8430137634,128,213526.612515,2441.16995976,12.2011400382,NOT_AVAILABLE,253.317496221,57.2090833867,167.771307302,-0.825634342791,2.33248350513e-05
325,210403086,K2C4,-1,1,2.2548995,-1.0,2457062.86569,0.04575,0.402,-1.0,0.1113,-1.0,1.0,0.56,54.735,13.5394,-1.0,-1.0,11.11,-1.0,-1.0,-1.0,False,,-2147483648,663-1262-1 ,1635378410781933568,41116374759842944,1508488,2015.0,54.7350265639,0.315462880514,13.5394641448,0.209600701065,2.16906253614,0.277443193523,5.13246172631,0.924837906665,3.63127292751,0.509956131048,-0.255238384008,0.330709785223,-0.749367177486,0.312801420689,-0.397737056017,0.391671299934,-0.627409756184,-0.546583890915,0.14490146935,-0.480193138123,78,78,78,75,0,3,,0.506000653604,365.341487866,True,5.00510311127,3.60853219032,3.31030569214e-05,5,20,True,0.267587065697,0.349689900875,0.360531121492,0.661130845547,-117.662109375,5.8906993866,-31.5413532257,28.8285598755,161,562789.322824,7014.23884322,11.1489054402,NOT_AVAILABLE,173.249295985,-32.5144766984,55.6535460033,-5.79438878489,4.92152410002e-05
339,210375290,K2C4,-1,1,2.4180234,0.0002985,2457063.87876,0.029971,0.1329,-1.0,0.0691,-1.0,1.0,0.45,59.4311,12.8784,-1.0,-1.0,10.957,-1.0,-1.0,-1.0,False,,-2147483648,665-111-1  ,1635378410781933568,38349694266529152,1919908,2015.0,59.4310945084,0.41101676109,12.8782592296,0.314619845749,3.26964709975,0.323406402027,-2.442349504,1.59214308935,-27.1018910469,0.987238539284,-0.306825459003,0.613931179047,-0.743442773819,0.305259436369,-0.243765026331,0.612524211407,-0.889405190945,-0.399928599596,0.070983313024,-0.705887258053,63,63,63,60,0,3,,0.466763172944,337.93813981,True,4.63310194016,4.23686933517,2.80394142465e-05,5,17,True,0.427025139332,0.469632714987,0.209473058581,0.379077255726,-46.8066825867,-2.46877551079,-32.8137664795,19.5779972076,120,774681.574812,1010.36046658,10.801961997,NOT_AVAILABLE,177.488111291,-29.6565890806,60.0010470396,-7.43431569885,2.82604482389e-05
343,211082420,K2C4,-1,1,2.4613441,0.0003133,57062.901138,0.023244,0.0868,0.0391,0.0459,0.049,0.4988,0.38,56.8727,24.2883,-1.0,-1.0,8.364,-1.0,-1.0,-1.0,False,,17704,           ,1635378410781933568,66729876086786944,711953,2015.0,56.8728084315,0.407067522075,24.2881433953,0.153459960786,7.57146278907,0.402914533002,18.4815488594,0.0513457783476,-46.911456723,0.0367186239141,-0.0464222952724,-0.423875749111,0.31110933423,-0.0146614247933,-0.199158072472,-0.0310306698084,0.125777184963,-0.159296452999,-0.0483940206468,0.363298982382,95,95,95,92,0,3,12.0576162338,0.835733069955,377.31749775,True,8.16146850586,1.41994893551,1.45195144796e-05,3,14,False,0.0851660892367,0.723474740982,0.294773936272,0.284366875887,-106.9920578,4.13098526001,-24.2689743042,12.4858055115,117,29983512.026,24904.8012147,6.83256381076,NOT_AVAILABLE,166.535133326,-23.3189609936,60.0338783087,4.22923330151,4.45704188243e-05
344,202093968,K2C0,-1,1,2.4700011,0.0008402,56774.562251,0.019593,0.0105,0.0011,0.0425,0.0761,0.4744,0.36,96.1613,21.1257,-1.0,-1.0,10.2,-1.0,-1.0,-1.0,False,,-2147483648,1340-150-1  ,1635378410781933568,3375718847251660928,154060,2015.0,96.161066305,0.453352821665,21.125741481,0.341174653694,3.95791522025,0.344887664037,-15.544316158,1.31994107864,-11.9740350735,1.29590597135,-0.216066613793,0.569732010365,-0.760638356209,0.182357043028,0.0450787320733,0.534047544003,-0.829808652401,-0.136997714639,-0.351743519306,-0.659732937813,37,37,37,35,0,2,,0.391717911541,100.862395219,True,3.9260430336,5.88653278351,2.26643569476e-05,5,7,False,0.49178391695,0.166779056191,0.571688532829,0.936991155148,-35.5510826111,-0.66226965189,-37.0386581421,-40.5433578491,55,1583263.10577,2333.4318313,10.0258873347,NOT_AVAILABLE,191.140698527,3.87096427148,95.7497777863,-2.19065324542,0.000178397273406
354,211545362,K2C5,-1,1,2.654569,0.0003133,2457143.64606,-1.0,0.0039,-1.0,0.1603,-1.0,1.0,-1.0,129.0456,13.7775,-1.0,-1.0,7.491,-1.0,-1.0,-1.0,False,,42193,           ,1635378410781933568,603419403027307136,746506,2015.0,129.045642635,0.336344146599,13.7775482681,0.29643169686,4.87662626552,0.380441706238,1.86780208609,0.0484097842288,0.202826266446,0.0360739938716,-0.556487441063,0.0159934628755,0.278969734907,-0.187827646732,-0.195817053318,-0.16007591784,0.341772288084,0.0419552959502,-0.0624800845981,-0.166269645095,80,80,80,78,0,2,2.4736084938,0.97693877432,237.234213591,True,9.52120780945,1.03610193729,6.71652378514e-06,3,11,False,0.340205103159,0.584561347961,0.328403353691,0.717267274857,-143.791503906,37.6268463135,-28.7844257355,-41.3941917419,92,17382327.094,13598.9901163,7.42450026871,NOT_AVAILABLE,211.845878032,29.3429369915,127.869048687,-4.67717714068,5.81347910305e-05
359,210969614,K2C4,-1,1,2.754317,0.0003682,2457063.5719,0.051752,0.1932,0.1056,0.1062,0.0962,0.5022,0.56,61.2922,22.4967,-1.0,-1.0,11.206,-1.0,-1.0,-1.0,False,,-2147483648,1262-50-1  ,1635378410781933568,53192792003997312,95209,2015.0,61.2921804425,1.15234553354,22.4966739459,0.113447713411,3.13183319027,0.51288101087,-8.53712605286,2.37368271325,-3.03003522502,0.555216894984,0.211351066828,0.731707036495,-0.906601309776,-0.394451230764,0.589617311954,-0.295029580593,-0.552612066269,-0.829492986202,-0.425544679165,0.160651162267,137,137,136,133,1,4,,0.467480705752,358.401620427,True,4.63989257812,4.14147615433,2.3205537218e-05,5,19,True,0.617043852806,0.91991508007,0.691176772118,0.725818574429,-1.02991497517,7.91866207123,1.17035830021,6.5552778244,141,2075992.23442,9636.77749619,9.73170575226,NOT_AVAILABLE,171.039184084,-21.7832875004,63.6423571674,1.64592257848,2.20603760919e-05
362,211726283,K2C5,-1,1,2.7853774,0.0003296,2457141.59228,0.033045,0.1502,0.0785,0.0679,0.076,0.4991,0.48,124.5252,16.272,-1.0,-1.0,11.179,-1.0,-1.0,-1.0,False,,-2147483648,1378-1131-1,1635378410781933568,655929123432040192,1424584,2015.0,124.525168056,0.308169875971,16.2719302944,0.19863140836,1.53478201037,0.437512685954,-2.59516889709,1.94097261549,-8.52973631467,1.2093886534,-0.59151160717,-0.520986557007,-0.119145706296,0.0803599208593,0.606571018696,0.469122856855,-0.592591822147,0.681205451488,-0.635406792164,-0.928259789944,71,71,70,66,1,5,,0.449460538045,285.539034133,True,4.46950340271,4.5713186264,2.8165139156e-05,5,12,True,0.272424697876,0.741601884365,0.49179443717,0.292662829161,16.9896011353,21.2458744049,17.5372619629,23.1773891449,88,588201.769866,3177.01684796,11.1009542465,NOT_AVAILABLE,207.313064862,26.3068362837,123.022432754,-3.29727644782,3.9513321633e-05
363,210467408,K2C4,-1,1,2.8084934,0.0003682,2457064.20989,0.029645,0.3076,0.2659,0.0574,0.059,0.4996,0.45,58.6677,14.8453,-1.0,-1.0,11.253,-1.0,-1.0,-1.0,False,,-2147483648,664-177-1  ,1635378410781933568,40041018028183680,1227166,2015.0,58.6677879848,0.668094487374,14.84521978,0.257523088353,2.65303029101,0.424919123306,19.6314434688,1.73609508188,-11.8343354391,0.893091354384,-0.578590989113,-0.382569164038,-0.46087282896,0.401750952005,0.344205260277,0.502505421638,-0.755240499973,0.136055245996,-0.327590942383,-0.718502163887,105,105,104,104,1,1,,0.885340223584,1181.07275901,True,8.6388425827,1.25292491913,4.60123628727e-05,5,16,True,0.3410359025,0.877547204494,0.37992426753,0.58854675293,-9.20536708832,8.93564224243,-3.29252743721,9.11853218079,129,534878.877966,2245.42264151,11.2041314433,NOT_AVAILABLE,175.253159226,-28.8711730357,59.6787808877,-5.35693542397,3.10807220586e-05
369,210769880,K2C4,-1,1,2.8740098,0.0003896,2457062.59447,0.016181,0.0017,-1.0,0.0291,-1.0,1.0,0.37,62.5329,19.4112,-1.0,-1.0,11.036,-1.0,-1.0,-1.0,False,,-2147483648,1259-817-1 ,1635378410781933568,48729736868085248,1286588,2015.0,62.5328998489,0.921015805821,19.4111732922,0.509012788307,1.12486134067,0.312283515671,-6.39896710258,1.60147566811,-0.474437031476,1.06739838202,-0.878067493439,-0.243430584669,-0.93632632494,0.86404466629,0.135966911912,0.855374872684,-0.960331022739,0.0629159584641,-0.115239992738,-0.830001473427,104,104,104,101,0,3,,0.61706423197,373.070510862,True,6.06364965439,2.41574478149,2.56169314525e-05,5,15,False,0.309863895178,0.562515854836,0.229348272085,0.277901023626,149.205963135,0.584082841873,20.3899688721,27.2178936005,120,769286.876729,724.66746773,10.8095492542,NOT_AVAILABLE,174.327064451,-23.0583170019,64.2025361538,-1.60194390888,3.6261874829e-05
370,211345799,K2C5,-1,1,2.8769154,0.0003488,2457141.20983,0.037147,0.0697,0.0603,0.0723,0.0762,0.5015,0.51,126.7998,10.7371,-1.0,-1.0,9.679,-1.0,-1.0,-1.0,False,,-2147483648,800-649-1  ,1635378410781933568,600897088993108096,1354501,2015.0,126.799786938,0.254448970552,10.7370484604,0.168271442988,1.41965053223,0.401725526112,-2.2676409972,1.18777374901,-5.46097767483,0.630684763663,-0.462672591209,-0.569562196732,-0.552253782749,0.467280238867,0.121793076396,0.202616199851,-0.351904541254,0.8131031394,-0.656786084175,-0.824941694736,107,107,107,103,0,4,,0.662394857714,468.312924912,True,6.49738502502,2.10747885704,2.11348287849e-05,5,16,False,0.490930110216,0.547835469246,0.300676077604,0.46075129509,-153.758529663,30.950881958,-34.5716247559,-40.977519989,133,2233875.04446,3250.2925997,9.65212287266,NOT_AVAILABLE,213.951769902,26.0893008242,126.481205993,-8.16407259939,2.89838773562e-05
371,202072486,K2C0,-1,1,2.9216308,0.0010505,56776.298493,0.036279,0.0595,0.0226,0.0611,0.0352,0.4906,0.5,105.0876,20.5638,-1.0,-1.0,11.2,-1.0,-1.0,-1.0,False,,-2147483648,1352-289-1  ,1635378410781933568,3366058675529544576,1362669,2015.0,105.087620874,0.495912272235,20.5638020798,0.547239951478,0.47672479543,0.376737013042,-0.900475071854,1.90834608502,-1.04097619928,1.90940049099,-0.709565341473,-0.0595690496266,-0.852170288563,0.742815196514,-0.0710900127888,0.759933233261,-0.855907440186,0.297447174788,-0.318070322275,-0.914471030235,59,59,59,54,0,5,,0.667468506551,637.95016146,True,6.54597759247,2.05833554268,3.42447456205e-05,5,8,False,0.435077816248,0.25067025423,0.635879635811,0.875390052795,-69.9055175781,24.0104656219,-27.6707057953,-40.0344734192,59,532261.508744,2124.09368694,11.2094574121,NOT_AVAILABLE,195.374851927,11.1022865674,104.115683306,-2.13919725438,2.41640557409e-05
373,212096658,K2C5,-1,1,2.9330393,0.0003488,2457143.47041,0.015916,0.1693,0.1746,0.0322,0.0279,0.506,0.25,126.7537,21.9569,-1.0,-1.0,10.21,-1.0,-1.0,-1.0,False,,41431,           ,1635378410781933568,665777208563885696,1165137,2015.0,126.753816032,0.409515196421,21.956948976,0.260802044706,22.3032826678,0.480296140908,10.6399625126,0.179050308209,21.9054085541,0.0977762772763,-0.458454728127,-0.137308627367,0.0609499700367,-0.0368372350931,-0.15811637044,-0.0611192397773,0.0586435869336,0.0722072273493,-0.0419239327312,-0.206777215004,168,168,168,166,0,2,10.4855747223,1.52827088592,2856.80065718,True,14.8458089828,0.394091427326,2.83758654405e-05,3,24,False,0.12162669003,0.624859392643,0.175038024783,0.387031793594,-90.2236328125,24.1402950287,-7.01533222198,37.6381797791,209,1567116.94894,3146.03109839,10.0370165446,NOT_AVAILABLE,202.150472492,30.320691066,123.752131438,2.72075948764,7.61160196177e-05
375,60023653,K2E,-1,1,2.9458918,0.0073539,55000.065586,0.004446,0.0018,-1.0,0.0083,-1.0,1.0,0.09,355.0347,-2.4806,-1.0,-1.0,10.33,-1.0,-1.0,-1.0,False,,-2147483648,5252-955-1 ,1635378410781933568,2639987994508924288,1231405,2015.0,355.034548412,0.299730748927,-2.48074395763,0.131888007421,5.14837169589,0.479873429702,-37.8085759968,1.51639252624,-47.505198258,0.684117798154,0.71465086937,0.846740245819,-0.842521071434,-0.8526237607,0.678997159004,-0.748438894749,-0.659067511559,-0.925978899002,-0.911158204079,0.890244960785,80,80,79,79,1,1,,0.387230683981,173.975280441,True,3.88400268555,6.03466367722,2.8678587114e-05,5,9,True,0.124584369361,0.515226125717,0.159079059958,0.252253264189,175.034179688,-16.7471942902,40.9990997314,13.2924146652,80,1173203.89792,2800.422896,10.3513363208,NOT_AVAILABLE,85.1953021186,-60.0209243115,354.459080212,-0.304512547639,5.43231559432e-05
381,205684800,K2C2,-1,1,3.1140241,0.0003682,56900.547673,0.018075,0.0261,0.0195,0.0356,0.0342,0.4998,0.45,244.7313,-15.8045,-1.0,-1.0,10.975,-1.0,-1.0,-1.0,False,,-2147483648,6202-893-1  ,1635378410781933568,4328098433203503616,1316936,2015.0,244.73124452,0.322801429596,-15.804569152,0.262482625042,2.78069613089,0.238522448236,-16.4164787528,0.781429569824,-16.1320666026,0.594865920884,0.670385181904,-0.308525979519,-0.811522722244,-0.704385638237,-0.591272056103,-0.743813514709,-0.890439987183,0.458681464195,0.53953653574,0.691551744938,124,124,124,116,0,8,,0.367954219574,178.38988049,True,3.70378494263,6.84366703033,3.06188194372e-05,5,18,False,0.102982766926,0.448197543621,0.146578684449,0.313928484917,-9.76428985596,7.89812707901,-50.3270606995,-41.7289962769,159,712808.131772,2073.48733898,10.89233845,NOT_AVAILABLE,358.788794948,23.8620635058,245.629047507,5.52238652347,1.51432940519e-05
383,202071579,K2C0,-1,1,3.1274241,0.0011813,56774.409675,0.02945,0.0862,0.0715,0.0542,0.0486,0.502,0.41,96.587,15.3311,-1.0,-1.0,10.4,-1.0,-1.0,-1.0,False,,-2147483648,1328-1566-1 ,1635378410781933568,3368844253880068224,283232,2015.0,96.587000534,0.315662440273,15.3310521799,0.366047495314,1.05688191602,0.374452963106,-2.68226029628,1.38394805822,-4.69210470357,1.2378524614,-0.452647477388,-0.0250929035246,-0.784688651562,0.698429524899,-0.557505309582,0.540458798409,-0.636699616909,0.15269690752,-0.120579458773,-0.902789235115,44,44,44,43,0,1,,0.455534563041,101.818392734,True,4.52689981461,4.20648860931,1.94767762878e-05,5,6,False,0.579523682594,0.231291010976,0.786125838757,0.923049151897,-66.5763015747,-15.0381040573,-31.0042533875,-41.3604431152,50,1072502.60756,4776.99663369,10.448774172,NOT_AVAILABLE,196.465265707,1.53474345038,96.4137073152,-7.96169601708,3.05917899007e-05
385,211682657,K2C5,-1,1,3.1421028,0.0003896,2457142.02531,0.049962,0.0615,0.0093,0.0835,0.098,0.5011,0.51,133.6376,15.6819,-1.0,-1.0,8.978,-1.0,-1.0,-1.0,False,,43742,           ,1635378410781933568,610612682974152576,1777377,2015.0,133.637476607,0.254762618342,15.6819439393,0.249542801808,4.57913615532,0.286936901657,-31.1307740922,0.0761914264336,-2.09356982475,0.0500258359393,-0.450527071953,0.00551678240299,0.105920813978,-0.090871527791,-0.0914877057076,-0.0649928450584,0.192673876882,0.0771387219429,-0.0190584417433,-0.137095034122,61,61,61,59,0,2,2.97000074387,0.620963456829,333.067058916,True,6.10092687607,2.46314692497,1.63784570759e-05,3,10,False,0.157512009144,0.436656653881,0.142948076129,0.856866300106,-139.292678833,43.0783424377,-25.9813098907,-35.1072654724,85,5936863.30365,14465.2227467,8.59087744033,NOT_AVAILABLE,211.829765916,34.1746547162,131.658453187,-1.67160580259,5.37811281881e-05
387,210749423,K2C4,-1,1,3.1506578,0.0004415,2457062.03503,0.044242,0.1509,0.1244,0.0791,0.0804,0.4998,0.52,55.4225,19.1,-1.0,-1.0,10.806,-1.0,-1.0,-1.0,False,,-2147483648,1243-744-1 ,1635378410781933568,57017271402377856,99240,2015.0,55.4224373701,0.525500698279,19.0999198512,0.140953997547,2.35942712292,0.501248989506,-1.56779612696,0.647335417785,-23.9728183134,2.16468139925,0.596304893494,0.916770875454,0.330891311169,0.945317149162,0.471235960722,0.49179404974,0.568331539631,0.383579492569,0.937366306782,0.489554703236,52,52,52,52,0,0,,0.323519527401,78.6451716986,True,3.29117012024,8.29053020477,2.35005409195e-05,5,13,True,0.384677857161,0.481054246426,0.322739541531,0.375820398331,-25.8071918488,-24.8805599213,-19.3427734375,38.6283302307,105,1008467.75063,8479.68696625,10.5156150272,NOT_AVAILABLE,169.336119656,-28.048282652,57.5677624279,-0.531026410153,5.62277492605e-05
392,205195789,K2C2,-1,1,3.2499849,0.0003896,56896.092237,0.032692,0.0105,0.0045,0.0683,0.0625,0.4997,0.49,245.6715,-18.9203,-1.0,-1.0,11.446,-1.0,-1.0,-1.0,False,,-2147483648,6210-483-1 ,1635378410781933568,6245304454690648192,804876,2015.0,245.671370733,0.358423857627,-18.9203040887,0.308869097814,1.59767641035,0.280185686228,-12.4403529373,1.12930536175,2.13784012511,0.68148090257,0.657631576061,-0.203461810946,-0.716712415218,-0.691465556622,-0.488856256008,-0.723643839359,-0.912095308304,0.171720251441,0.38183927536,0.739011406898,120,120,120,114,0,6,,0.537111265119,413.203909844,True,5.30089187622,3.27743506432,3.34020805894e-05,5,18,False,0.229119807482,0.631947398186,0.286713302135,0.085877455771,-42.9521942139,-0.680604696274,-11.4156999588,14.6915893555,151,484071.306121,845.178022476,11.3124967136,NOT_AVAILABLE,356.843925671,21.1628731214,247.038484049,2.60064637413,7.16366199715e-05
394,202060800,K2C0,-1,1,3.2620473,0.0011813,56773.682064,-1.0,0.0264,0.0264,0.0241,0.3125,0.0,-1.0,92.5911,23.7941,-1.0,-1.0,11.5,-1.0,-1.0,-1.0,False,,-2147483648,1877-76-1   ,1635378410781933568,3425482949682959616,1162595,2015.0,92.5910906841,0.518299669595,23.7941567859,0.522755911681,0.655097962112,0.321353441357,2.75825852975,1.99398649585,-4.35929286501,1.86710147457,-0.832783818245,0.0920835062861,-0.889337182045,0.882929980755,-0.343157351017,0.812306284904,-0.869561195374,0.0738851204515,0.017037730664,-0.932759225368,61,61,61,56,0,5,,0.587416392492,153.11861121,True,5.78042984009,2.839594841,4.31753214798e-05,5,7,False,0.461730599403,0.210231691599,0.626892924309,0.950375437737,-73.8369903564,24.870880127,-30.2024612427,-42.5418777466,60,495684.022503,1349.17552814,11.2867577628,NOT_AVAILABLE,187.224961725,2.22385549229,92.3707836836,0.376197254554,7.75764865787e-05
400,201488365,K2C1,-1,1,3.3642645,0.0003896,1981.440815,0.047044,0.333,-1.0,0.0738,-1.0,1.0,0.45,168.1879,0.348,-1.0,-1.0,8.814,-1.0,-1.0,-1.0,False,,54766,            ,1635378410781933568,3804115652907190144,1360885,2015.0,168.187491495,0.278851542668,0.347877785776,0.166806638139,7.00428431816,0.321556328341,-96.8904679197,0.0649577772857,-31.3533716287,0.0560664827115,-0.354878038168,-0.247951686382,0.149865940213,-0.00504727428779,0.0631869584322,-0.045029066503,0.133860394359,0.0105154113844,-0.0355822704732,-0.464420974255,94,94,94,88,0,6,0.130128473043,0.69445723319,152.708964318,True,6.80460071564,1.97456669807,8.59649026097e-06,3,13,False,0.183973655105,0.543784916401,0.362077265978,0.146594569087,13.576540947,17.953338623,14.8577814102,-18.8992538452,98,6524490.58842,121705.641001,8.48840354135,NOT_AVAILABLE,257.344788485,54.2424325879,169.001771172,-4.35044554264,9.68987738543e-06
401,210925707,K2C4,-1,1,3.373761,0.000471,2457063.91752,0.034726,0.0408,0.0371,0.0503,0.0513,0.4988,0.44,57.1205,21.7975,-1.0,-1.0,9.519,-1.0,-1.0,-1.0,False,,-2147483648,1260-1013-1,1635378410781933568,63911930863472512,1666308,2015.0,57.1204647655,0.381932555527,21.797346527,0.163287928706,3.89673517774,0.447544501558,-17.569960904,0.953655068958,-24.5500365878,0.430159605166,0.324076145887,0.155855819583,-0.697362303734,-0.208753079176,0.19670586288,-0.326483368874,-0.740740835667,-0.681584656239,-0.311280965805,0.423851788044,58,58,57,57,1,1,,0.426188877797,122.299108527,True,4.2499704361,5.26938772202,2.06782497116e-05,5,10,True,0.175360530615,0.650191783905,0.212227702141,0.108039520681,128.928024292,-14.289896965,-6.92543935776,11.0057382584,78,3142061.71268,12052.1201202,9.28173328712,NOT_AVAILABLE,168.572945587,-24.9920307027,59.7154235985,1.74833195264,6.52623857736e-05
404,202060198,K2C0,-1,1,3.4069053,0.0013735,56775.544797,0.039639,0.0448,-1.0,0.066,-1.0,1.0,0.47,92.9897,20.6724,-1.0,-1.0,10.9,-1.0,-1.0,-1.0,False,,-2147483648,1326-305-1  ,1635378410781933568,3375115318446788352,504507,2015.0,92.9896398409,0.445921780454,20.672439438,0.422453416524,0.130184881504,0.246700705573,2.42512815968,2.08959253985,-4.4588235266,1.89284479181,-0.814208626747,0.116163298488,-0.877981424332,0.8249989748,-0.200117722154,0.816468060017,-0.868110358715,0.0867709517479,-0.0909710749984,-0.949899613857,38,38,38,35,0,3,,0.302638559262,37.4391669724,True,3.09896874428,9.82883739471,2.07073371712e-05,5,6,False,0.343422263861,0.346323788166,0.499257743359,0.950594484806,-68.9187774658,34.9209976196,-32.2065925598,-43.365852356,51,745295.515272,543.858543725,10.843948794,NOT_AVAILABLE,190.140325691,1.04528058992,92.800203532,-2.73778587392,8.81679731398e-05
409,202071631,K2C0,-1,1,3.4737557,0.0013735,56770.045045,0.053359,0.0367,0.0118,0.0986,0.1953,0.4796,0.58,98.4008,18.8313,-1.0,-1.0,10.5,-1.0,-1.0,-1.0,False,,-2147483648,1337-314-1  ,1635378410781933568,3371448550247397504,842702,2015.0,98.4007948547,0.329360282804,18.8312279318,0.34795281182,0.221108475639,0.681571804342,2.52893590684,1.92725830901,-6.19404550307,1.65505810005,-0.835973739624,0.735217094421,0.372398763895,0.906187832355,-0.785942673683,-0.378905445337,-0.902824580669,0.831334233284,0.721634805202,0.338906139135,34,34,34,34,0,0,,0.299823035833,61.3640693454,True,3.07315301895,9.40886974335,2.2737080144e-05,5,6,False,0.582136213779,0.225538477302,0.64831250906,0.959797739983,-46.1554756165,-19.0840454102,-31.5037689209,-37.9965896606,41,1027377.01081,1816.70546102,10.4954454552,NOT_AVAILABLE,194.154129818,4.6862132362,97.9715410551,-4.37588829286,4.87579788358e-05
