,EPIC,camp,KOI,Mult,period,period_err,bjd0,bjd0_err,pdepth,sdepth,pwidth,swidth,sep,morph,ra,dec,GLon,GLat,kmag,Teff,Teff(Pinsonneault),Teff(Casagrande),SC,Unnamed: 23,tgas_hip,tgas_tycho2_id,tgas_solution_id,tgas_source_id,tgas_random_index,tgas_ref_epoch,tgas_ra,tgas_ra_error,tgas_dec,tgas_dec_error,tgas_parallax,tgas_parallax_error,tgas_pmra,tgas_pmra_error,tgas_pmdec,tgas_pmdec_error,tgas_ra_dec_corr,tgas_ra_parallax_corr,tgas_ra_pmra_corr,tgas_ra_pmdec_corr,tgas_dec_parallax_corr,tgas_dec_pmra_corr,tgas_dec_pmdec_corr,tgas_parallax_pmra_corr,tgas_parallax_pmdec_corr,tgas_pmra_pmdec_corr,tgas_astrometric_n_obs_al,tgas_astrometric_n_obs_ac,tgas_astrometric_n_good_obs_al,tgas_astrometric_n_good_obs_ac,tgas_astrometric_n_bad_obs_al,tgas_astrometric_n_bad_obs_ac,tgas_astrometric_delta_q,tgas_astrometric_excess_noise,tgas_astrometric_excess_noise_sig,tgas_astrometric_primary_flag,tgas_astrometric_relegation_factor,tgas_astrometric_weight_al,tgas_astrometric_weight_ac,tgas_astrometric_priors_used,tgas_matched_observations,tgas_duplicated_source,tgas_scan_direction_strength_k1,tgas_scan_direction_strength_k2,tgas_scan_direction_strength_k3,tgas_scan_direction_strength_k4,tgas_scan_direction_mean_k1,tgas_scan_direction_mean_k2,tgas_scan_direction_mean_k3,tgas_scan_direction_mean_k4,tgas_phot_g_n_obs,tgas_phot_g_mean_flux,tgas_phot_g_mean_flux_error,tgas_phot_g_mean_mag,tgas_phot_variable_flag,tgas_l,tgas_b,tgas_ecl_lon,tgas_ecl_lat,tgas_match_distance
511,210433394,K2C4,-1,1,6.3872921,0.0011813,2457065.04474,-1.0,0.0011,-1.0,0.1626,-1.0,1.0,-1.0,64.7313,14.1965,-1.0,-1.0,9.556,-1.0,-1.0,-1.0,False,,-2147483648,679-119-1  ,1635378410781933568,3310688300745887360,625663,2015.0,64.7313307679,0.808403188478,14.1964421013,0.514876401369,3.19188015529,0.530778667739,12.4087639255,1.16878250886,-5.19477570561,1.02066063695,-0.693316459656,-0.344995319843,-0.763966739178,0.716776430607,-0.0244659204036,0.696528196335,-0.894154429436,0.0871357917786,0.0315811857581,-0.602075815201,63,63,63,59,0,4,,0.928961989291,372.815491963,True,9.05891704559,1.13243150711,1.72274121724e-05,5,8,True,0.652311325073,0.534150421619,0.308504581451,0.147791326046,159.817489624,-4.88029098511,39.1730422974,26.6244106293,72,2911758.46266,4212.28639076,9.36438169792,NOT_AVAILABLE,180.145929286,-24.8906944346,65.3527135707,-7.10688673608,4.23420169686e-05
512,210865148,K2C4,-1,1,6.480401,0.0011813,2457064.83454,0.044259,0.1121,0.1043,0.0406,0.0406,0.4998,0.36,59.367,20.8567,-1.0,-1.0,12.632,-1.0,-1.0,-1.0,False,,-2147483648,1261-1405-1,1635378410781933568,51467555180668672,861987,2015.0,59.3669328461,0.393395692831,20.8565940106,0.15747921552,1.52575582543,0.278755594034,-3.16226348605,1.01571038318,-12.6920782325,0.523920927113,-0.412161976099,0.0652155205607,-0.68159198761,0.423314839602,0.0368580371141,0.400727123022,-0.716889262199,-0.224245592952,-0.0158565249294,-0.455482125282,160,160,158,150,2,10,,0.606533784821,591.789969854,True,5.96300935745,2.61595535278,3.44432446582e-05,5,19,True,0.428034543991,0.732575416565,0.414247661829,0.440744251013,-6.71295404434,2.29944562912,-1.96674001217,8.72804164886,157,505589.3685,1803.08861028,11.2652752312,NOT_AVAILABLE,170.944748795,-24.2087408566,61.5650195951,0.390301934169,7.26508621957e-05
527,210484192,K2C4,-1,1,7.195239,0.0013735,2457061.87881,0.025542,0.0258,0.001,0.0187,0.0132,0.6282,0.13,58.514,15.1417,-1.0,-1.0,8.894,-1.0,-1.0,-1.0,False,,-2147483648,1249-126-1 ,1635378410781933568,40064382650276224,1192649,2015.0,58.5140522852,0.335806806755,15.1415711738,0.286548518263,8.62198867368,0.321328617984,1.6290295888,0.627081109597,-34.5863186497,0.635898469211,0.12794701755,0.333002746105,-0.655279219151,-0.0682123750448,-0.101434871554,-0.0214313287288,-0.869873046875,-0.44636631012,0.0450859628618,0.0613276138902,53,53,53,51,0,2,,0.47471090417,216.465717879,True,4.70834541321,4.32544898987,2.00911799766e-05,5,6,True,0.0338887162507,0.565865814686,0.0660425275564,0.509718775749,-165.34727478,-11.2297677994,52.4813957214,13.0770673752,53,4785017.81031,4230.33867896,8.82506116733,NOT_AVAILABLE,174.89079215,-28.7758426329,59.5948740393,-5.03616399877,4.62788855857e-05
538,210822691,K2C4,-1,1,8.0648802,0.0015784,2457064.15999,0.043307,0.2065,0.1948,0.0348,0.0243,0.5073,0.2,55.3094,20.2149,-1.0,-1.0,11.885,-1.0,-1.0,-1.0,False,,-2147483648,1243-402-1 ,1635378410781933568,57344066874165120,1251451,2015.0,55.3094090327,2.50773106738,20.214727507,1.12515435316,3.4166065257,0.522435479965,2.28071224547,3.76772604792,-34.4754900104,2.1929789386,-0.978305995464,-0.764011442661,-0.979795455933,0.978379189968,0.658777296543,0.981628060341,-0.988444149494,0.67149335146,-0.683666110039,-0.982571184635,72,72,72,68,0,4,,0.671046467674,286.609686774,True,6.58025026321,2.17181015015,3.00458377751e-05,5,11,True,0.66361117363,0.728372633457,0.410399764776,0.717042565346,-171.03767395,16.510766983,-37.7031135559,21.9749011993,88,546878.153173,5893.0567028,11.1800436278,NOT_AVAILABLE,168.393080194,-27.3021792552,57.7161091718,0.578982274303,2.88634316136e-05
539,202091514,K2C0,-1,1,8.3131867,0.0050535,56774.400402,0.036101,0.388,0.2471,0.018,0.0238,0.5024,0.19,103.0875,25.8066,-1.0,-1.0,10.0,-1.0,-1.0,-1.0,False,,-2147483648,1898-2911-1 ,1635378410781933568,3381996130933629056,773815,2015.0,103.087356909,0.848162286096,25.8064619308,0.441840456051,6.43139456094,0.656383891881,-25.8867027188,1.35873277054,-18.8155424457,1.69968887478,0.341658383608,0.920308053493,-0.874985575676,-0.539642572403,0.611038029194,0.0872001051903,-0.943672418594,-0.646274209023,-0.790229916573,0.0893403589725,36,36,36,36,0,0,,0.240678380113,60.2952386168,True,2.53798031807,14.9552364349,1.89165129996e-05,5,6,False,0.305648297071,0.50610101223,0.48436614871,0.962907969952,-90.7219238281,42.2797431946,-29.5811977386,-42.7332115173,36,1930993.3054,1808.59402199,9.81031814355,NOT_AVAILABLE,189.734330712,11.6358768806,101.777730026,2.90068317339,6.3245019666e-05
542,201408204,K2C1,-1,1,8.4819114,0.0013735,2025.343431,0.034499,0.3982,0.3726,0.0214,0.0258,0.6108,0.13,172.5135,-0.8344,-1.0,-1.0,11.847,-1.0,-1.0,-1.0,False,,-2147483648,4930-128-1  ,1635378410781933568,3796793901898007168,1355903,2015.0,172.5134564,0.362516737483,-0.83453436384,0.164946836888,2.04456363429,0.706463593571,0.475812137411,2.35692705599,-24.8012497287,0.938236819069,-0.894510030746,-0.91274535656,-0.935104608536,0.929576575756,0.841479599476,0.877477705479,-0.83352047205,0.977972865105,-0.960053503513,-0.973737835884,147,147,146,138,1,9,,0.461551854356,366.957345068,True,4.583796978,4.56183719635,3.21897096001e-05,5,17,False,0.280494511127,0.633915424347,0.246331274509,0.0828544348478,18.3960533142,22.5575885773,15.926115036,27.6547794342,146,321767.255259,230.891740363,11.7559154491,NOT_AVAILABLE,264.647633859,55.8664427219,173.455334386,-3.73748029624,5.51356693876e-05
543,202068686,K2C0,-1,1,8.7533663,0.0050535,56780.150403,0.036187,0.2617,0.0397,0.0246,0.0313,0.5166,0.17,94.3709,23.1952,-1.0,-1.0,12.2,-1.0,-1.0,-1.0,False,,-2147483648,1878-625-1  ,1635378410781933568,3377506550079590528,1209625,2015.0,94.3708653914,0.741029628223,23.1953196958,0.781308686292,0.813221197362,0.466839173449,-1.17319349015,2.9021786734,-3.18795935464,2.73199564577,-0.842704415321,-0.033817384392,-0.918559193611,0.913256525993,-0.360891997814,0.822736620903,-0.854689955711,0.093146674335,-0.0470869988203,-0.968365252018,87,78,87,73,0,5,,1.02704478855,206.626193119,True,10.0042819977,0.931813299656,1.8785454813e-05,5,10,False,0.549622118473,0.42719322443,0.717690765858,0.953372895718,-104.807090759,37.4782142639,-24.1510505676,-43.4403915405,86,177615.700737,102.316520019,12.4010666799,NOT_AVAILABLE,188.530882271,3.37337221164,94.016986491,-0.183033824134,0.000135676972292
546,210801596,K2C4,-1,1,8.820883,0.001923,2457061.42827,-1.0,0.0021,0.001,0.1804,0.3234,0.4758,-1.0,61.19,19.8922,-1.0,-1.0,11.977,-1.0,-1.0,-1.0,False,,-2147483648,1258-256-1 ,1635378410781933568,50377011445436032,923597,2015.0,61.1899094144,0.360766980193,19.8922176728,0.136310104846,1.13058024482,0.315196930345,1.11185891375,1.12904978652,0.197506182598,0.60976195519,-0.372504353523,0.103500656784,-0.446330666542,0.435000866652,0.022979516536,0.35356938839,-0.484582215548,0.25462526083,0.308785915375,-0.157556667924,194,194,194,188,0,6,,0.785144601744,790.990181157,True,7.67509222031,1.56353199482,3.13943128276e-05,5,23,True,0.518014848232,0.743048965931,0.479657530785,0.58639895916,-4.58989620209,2.55213427544,2.51445579529,8.60529518127,189,312615.813111,434.726303937,11.7872427082,NOT_AVAILABLE,173.004568876,-23.6557804442,63.0502196384,-0.892133393802,9.13804000749e-05
549,211993818,K2C5,-1,1,8.9870246,0.0015784,2457140.0374,0.03092,0.0189,-1.0,0.0195,-1.0,1.0,0.14,126.2049,20.153,-1.0,-1.0,7.218,-1.0,-1.0,-1.0,False,,41232,           ,1635378410781933568,663815164423944320,518537,2015.0,126.20493645,0.256726288202,20.1529641624,0.164142933131,3.45507921426,0.280694401932,1.55659756953,0.0743919493856,-6.40682574642,0.0430676278106,-0.647277057171,-0.194528654218,0.132747158408,-0.0878695249557,-0.0225860830396,-0.110790409148,0.108689412475,0.0343249179423,-0.00425226567313,-0.175315335393,157,157,157,155,0,2,11.1536102295,0.631670528371,238.608353524,True,6.20332050323,2.42829847336,8.84768451215e-06,3,27,False,0.162641972303,0.731586098671,0.272895783186,0.443592965603,-21.9847545624,28.5362205505,6.82726430893,34.736240387,225,23056567.0986,6042.81982239,7.1177834501,NOT_AVAILABLE,203.900863903,29.2214106076,123.681279264,0.846806733884,2.92009956449e-05
551,202063160,K2C0,-1,1,9.0713687,0.0050535,56776.045102,0.104109,0.1068,0.0659,0.0642,0.0681,0.5009,0.47,96.695,16.4589,-1.0,-1.0,9.2,-1.0,-1.0,-1.0,False,,-2147483648,1328-357-1  ,1635378410781933568,3369354118036677504,382955,2015.0,96.6949762744,0.227771330702,16.458852047,0.284507875698,1.34203593078,0.285951856086,-2.31307225657,0.776374198592,-2.75701701935,0.732743072564,-0.467751204967,0.0439447462559,-0.570827007294,0.513635694981,-0.610469758511,0.37303674221,-0.523775517941,0.128733247519,-0.036318089813,-0.80525380373,80,80,79,79,1,1,,0.510890942154,372.653692461,True,5.0515537262,3.67835497856,2.05877477129e-05,5,9,False,0.496098130941,0.34955239296,0.674219548702,0.936996042728,-94.695892334,34.8707771301,-25.6879062653,-42.6290473938,76,3681467.85052,3250.12256645,9.10971753327,NOT_AVAILABLE,195.514732988,2.1513042605,96.4655565534,-6.83029305162,3.87523301663e-05
553,210734337,K2C4,-1,1,9.368542,0.001923,2457067.68475,0.068237,0.3656,0.3359,0.0412,0.0336,0.5535,0.26,59.0922,18.8704,-1.0,-1.0,11.683,-1.0,-1.0,-1.0,False,,-2147483648,1257-132-1 ,1635378410781933568,50067498921382272,1676581,2015.0,59.0922554049,0.284693593654,18.8703231709,0.10041539956,1.8492466035,0.239760695761,0.783831912491,0.754287439626,-17.9787208951,0.409384247101,-0.101016141474,0.314529031515,-0.690411865711,0.231240287423,0.0441581197083,0.0568922236562,-0.664400041103,-0.286334365606,0.230721846223,-0.0197383351624,238,238,237,229,1,9,,0.383827768026,363.612879541,True,3.85214281082,6.335252285,3.49132642441e-05,5,30,False,0.631200671196,0.775782346725,0.571680486202,0.466245383024,-0.527552366257,-2.63889670372,-0.978754818439,2.59110641479,263,369549.009844,592.512088504,11.6055899564,NOT_AVAILABLE,172.302145296,-25.7894717584,60.907794983,-1.50182266052,4.91984821885e-05
554,211920612,K2C5,-1,1,9.4842154,0.001923,2457139.57882,0.124151,0.8301,0.0882,0.0707,0.0728,0.5001,0.46,130.9839,19.0342,-1.0,-1.0,8.433,-1.0,-1.0,-1.0,False,,42853,           ,1635378410781933568,661017766324783360,1858714,2015.0,130.98381742,0.291824683567,19.0341875651,0.271389937128,3.180198362,0.352460306738,-19.4298131464,0.0743234139391,2.44172493119,0.0380526601109,-0.528231978416,0.288794696331,0.159222647548,-0.139523461461,-0.480016559362,-0.0990980193019,0.277391284704,0.118893288076,-0.127798125148,-0.0106851514429,75,75,75,74,0,1,1.55064916611,0.809981849539,395.891648941,True,7.91382646561,1.49194252491,1.0325268704e-05,3,14,False,0.238122969866,0.483029782772,0.372220039368,0.763185322285,-98.8549499512,35.4325218201,-27.1429138184,-40.6895828247,37,1971403.99851,125575.893405,9.78783098114,NOT_AVAILABLE,206.970299803,33.0452596,128.320533774,0.880032129424,2.2793111321e-05
558,211902535,K2C5,-1,1,9.8117972,0.001923,2457142.84898,0.053302,0.1439,0.0568,0.0299,0.031,0.3819,0.2,127.232,18.7638,-1.0,-1.0,10.88,-1.0,-1.0,-1.0,False,,-2147483648,1387-1147-1,1635378410781933568,662309726847988352,563785,2015.0,127.231943027,0.274451939846,18.7637183783,0.149800224045,1.12828672351,0.498627900321,-9.99055590613,2.69916881136,-6.28856810339,1.48518259257,-0.666519701481,-0.163425773382,0.407572627068,-0.44838270545,0.651697933674,0.115803137422,-0.143929690123,0.714593231678,-0.700642824173,-0.979549884796,120,120,118,117,2,3,,0.357163648317,158.190933905,True,3.60319685936,7.23138093948,2.56941802945e-05,5,19,True,0.451396882534,0.817660450935,0.666154384613,0.636299133301,38.0993080139,21.9021205902,26.8333625793,28.2667274475,154,728836.12318,1220.27754136,10.8681953404,NOT_AVAILABLE,205.787189176,29.6317648666,124.952254569,-0.272277504917,5.67716878965e-05
560,211493634,K2C5,-1,1,10.1299434,0.001923,2457142.86935,0.089839,0.2659,0.1483,0.05,0.0448,0.499,0.38,125.0876,13.0485,-1.0,-1.0,10.955,-1.0,-1.0,-1.0,False,,-2147483648,803-294-1  ,1635378410781933568,649639985640637696,1406005,2015.0,125.087652306,0.394733088057,13.0483312149,0.236995880891,1.93945125428,0.714010691225,4.66272942111,2.35012112969,-36.1771808149,1.15270747553,-0.720649957657,-0.641208648682,-0.683217406273,0.437843054533,0.564932644367,0.602488577366,-0.643046855927,0.880876123905,-0.546318352222,-0.736663341522,161,161,159,152,2,9,,0.953653352099,1090.30730679,True,9.29680252075,1.04684317112,4.30876680184e-05,5,24,True,0.33554187417,0.716355144978,0.375369280577,0.415844231844,25.3890666962,24.7805671692,24.9369888306,32.8242530823,186,697377.525378,6502.72823831,10.9161001961,NOT_AVAILABLE,210.843003244,25.5268893683,124.291429601,-6.31206362952,3.63275574496e-05
565,211135350,K2C4,-1,1,10.5959922,0.0022831,2457064.6097,-1.0,0.0116,0.0016,0.017,0.0187,0.6623,-1.0,57.8554,25.1629,-1.0,-1.0,6.851,-1.0,-1.0,-1.0,False,,18046,           ,1635378410781933568,66903324045149056,257769,2015.0,57.8553454258,0.436312497387,25.1628755221,0.121466372373,5.56326147486,0.378151348183,-9.76623046016,0.0366690188801,-12.3602506552,0.018333415101,0.00730409519747,-0.297715038061,0.491129845381,-0.00154852366541,-0.0307401716709,-0.00232996395789,0.246888771653,-0.151728332043,-0.00831818580627,0.156750708818,274,274,273,262,1,12,1.11694300175,1.17045585804,651.155477287,True,11.3881168365,0.721623301506,1.27348112073e-05,3,40,False,0.569047451019,0.834732830524,0.624094367027,0.559117078781,-16.5895309448,-0.173858225346,-10.7368907928,-1.0449193716,345,31848542.1167,10621.7641537,6.76704617116,NOT_AVAILABLE,166.606659826,-22.0710594592,61.0970299316,4.89141098229,2.8389873662e-05
567,205919993,K2C3,-1,1,11.0014607,0.0022831,2456993.48896,0.018394,0.0577,0.0541,0.0097,0.0095,0.5516,0.07,336.7446,-17.4245,-1.0,-1.0,10.14,-1.0,-1.0,-1.0,False,,110806,           ,1635378410781933568,2595345279800582912,2033121,2015.0,336.745912652,0.224395800603,-17.4241062093,0.27099338099,22.2486447656,0.256728945046,294.965370563,0.173917163734,82.1977573912,0.126728510116,0.408751547337,0.108206652105,-0.0281294193119,0.0175176654011,0.016861397773,0.00338077475317,0.0543213784695,-0.192461162806,-0.025625154376,0.208288863301,63,63,63,62,0,1,3.24570989609,0.530694184468,215.321612011,True,5.23982715607,3.22969460487,2.00773120014e-05,3,7,False,0.130615860224,0.445808559656,0.202861517668,0.948563158512,-47.9611473083,-57.7045516968,-55.8492393494,24.9389343262,63,1625867.49942,3813.12451749,9.9970571895,NOT_AVAILABLE,41.5236999347,-55.3385931129,332.070303303,-7.17458011902,5.63838433023e-05
568,211182027,K2C4,-1,1,11.023425,0.0022831,2457071.99603,0.440361,0.2565,0.1049,0.1198,0.1102,0.5016,0.59,59.1696,26.0556,-1.0,-1.0,11.284,-1.0,-1.0,-1.0,False,,-2147483648,1817-1800-1,1635378410781933568,67415593384417792,2055340,2015.0,59.1695146217,0.255242921207,26.0555980639,0.11726328993,1.30545297571,0.364737498724,0.616655510852,1.873135794,0.150204834643,0.521340860087,-0.328631609678,0.297109425068,-0.144338950515,0.513630211353,0.226143851876,0.563042104244,-0.694023311138,0.701934874058,0.175882324576,-0.298934668303,134,134,132,127,2,7,,0.438255551761,383.182274301,True,4.36372470856,4.8880982399,2.80932435999e-05,5,16,True,0.708177864552,0.783299326897,0.512530624866,0.47766700387,-8.5891418457,-0.206052988768,-4.3615899086,3.20447230339,140,523556.686442,3447.54045483,11.2273607878,NOT_AVAILABLE,166.880749898,-20.6095154177,62.4478192797,5.51725657039,7.93119312493e-05
569,206066862,K2C3,-1,1,11.087256,0.0022831,2456977.82493,0.025454,0.1269,0.0202,0.0123,0.0118,0.3848,0.09,338.8611,-12.9695,-1.0,-1.0,10.284,-1.0,-1.0,-1.0,False,,-2147483648,5817-41-1  ,1635378410781933568,2601412075725336448,1023359,2015.0,338.860896522,0.200619018708,-12.9696196512,0.180247158975,7.53240972083,0.499928789187,-36.0958051266,1.59581751484,-33.6292929579,0.99526691233,0.591651499271,0.686987936497,-0.758793950081,-0.693815648556,0.522680938244,-0.577425956726,-0.70765376091,-0.95656734705,-0.830193638802,0.86166292429,62,62,62,61,0,1,,0.416628580954,103.875451926,True,4.15997028351,5.23293352127,2.55143513641e-05,5,7,False,0.0903362706304,0.23577927053,0.245915085077,0.900211155415,177.186401367,-43.0462875366,-42.6738586426,23.2271785736,61,1306019.11957,2766.89061112,10.2348962267,NOT_AVAILABLE,50.1289529197,-55.2212948687,335.631010735,-3.79130658688,5.20794688e-05
571,202072451,K2C0,-1,1,11.3085831,0.0073539,56782.912344,0.049416,0.3648,0.3275,0.0327,0.0284,0.502,0.28,99.4001,17.7924,-1.0,-1.0,11.1,-1.0,-1.0,-1.0,False,,-2147483648,1333-1458-1 ,1635378410781933568,3359084851231776512,91473,2015.0,99.4001244158,0.470768591797,17.7923792787,0.485801081589,1.09818566784,0.360428766713,2.46628240085,2.06112350043,-3.81354450221,1.88466690203,-0.76080518961,0.00127276871353,-0.818494021893,0.805027663708,-0.177396655083,0.743446469307,-0.844449996948,0.293518453836,-0.170670092106,-0.898588895798,78,78,78,73,0,5,,0.790430558485,478.543730899,True,7.72589015961,1.52875494957,3.62897371815e-05,5,9,False,0.441960394382,0.179789423943,0.548628389835,0.935290157795,-47.8648834229,17.3348636627,-32.6618118286,-40.0599899292,78,519364.054451,1004.64461243,11.2360903426,NOT_AVAILABLE,195.515319315,5.06009926183,98.9862759133,-5.35414901001,1.38423520577e-05
578,211155479,K2C4,-1,1,13.061025,0.0027943,2457064.28281,0.048266,0.2482,0.1738,0.0188,0.019,0.4126,0.13,58.2809,25.5354,-1.0,-1.0,8.907,-1.0,-1.0,-1.0,False,,-2147483648,1804-883-1 ,1635378410781933568,67280559612652928,1950390,2015.0,58.2809131371,0.319893640018,25.5353061493,0.122301723407,4.45792205042,0.3230348244,0.0582954839215,0.490092534488,-12.5910515324,0.408055619607,0.0433928221464,0.490201950073,-0.0719990581274,0.151898890734,0.144576609135,0.152012616396,-0.696172058582,0.129623562098,0.116067565978,-0.122310273349,233,233,233,228,0,5,,0.666382059731,560.107401463,True,6.53557157516,2.18284249306,1.78404134203e-05,5,30,True,0.667695760727,0.82444190979,0.494630753994,0.586293160915,-9.31684398651,-1.75321042538,-6.02135658264,0.788341462612,246,6334181.17625,5013.89664876,8.52054386055,NOT_AVAILABLE,166.637397623,-21.5364564167,61.5533638376,5.1742135143,4.29857846809e-05
580,202062154,K2C0,-1,1,13.6435,0.0073539,56777.09,-1.0,0.2663,0.1757,0.1478,0.2939,0.4981,0.84,93.6438,18.4742,-1.0,-1.0,11.1,-1.0,-1.0,-1.0,False,,-2147483648,1318-42-1   ,1635378410781933568,3373452822505858432,2024014,2015.0,93.643698592,0.474680837141,18.4745212397,0.487873391766,0.233083968096,0.270316355606,2.8065154139,2.09906313016,-2.33662864439,1.90835648861,-0.878820061684,-0.034378066659,-0.896696329117,0.905331611633,-0.244425728917,0.834348857403,-0.874276578426,0.169909641147,-0.0826693698764,-0.96011441946,62,62,62,61,0,1,,0.428532406391,180.561260652,True,4.27204990387,5.27714109421,2.66186343651e-05,5,8,False,0.464185923338,0.441655904055,0.622857093811,0.953536987305,-99.7127456665,38.1141166687,-25.3971977234,-43.4830436707,61,668053.163955,8509.19022038,10.9627425009,NOT_AVAILABLE,192.365012228,0.533127379452,93.4684999014,-4.9208996104,0.000348112123857
584,211586814,K2C5,-1,1,14.1099887,0.0027943,2457143.68658,0.110845,0.2179,0.1765,0.0407,0.0222,0.4158,0.3,124.6797,14.3614,-1.0,-1.0,12.238,-1.0,-1.0,-1.0,False,,-2147483648,807-480-1  ,1635378410781933568,652219096322592512,1654044,2015.0,124.679658778,0.295275660235,14.3613348015,0.222959298151,2.08375837233,0.3491678684,-1.35867269407,1.74670942996,-26.3510790654,1.07886528273,-0.926975786686,-0.771976172924,-0.823544800282,0.821949899197,0.763861775398,0.85928851366,-0.907334268093,0.889937102795,-0.828768134117,-0.966693103313,219,219,217,212,2,7,,0.381442264634,272.688363079,True,3.82981967926,6.48791885376,3.22947598761e-05,5,28,True,0.379086852074,0.83593326807,0.37313491106,0.581801176071,5.00461196899,26.1113681793,11.9125785828,27.0111312866,244,321980.869974,466.736295679,11.7551948901,NOT_AVAILABLE,209.333390737,25.6941490801,123.601916,-5.12446364591,5.62457573818e-05
588,211567126,K2C5,-1,1,14.8703814,0.0038107,2457149.67461,0.067507,0.0995,0.1108,0.0239,0.0226,0.4998,0.21,123.507,14.0838,-1.0,-1.0,10.032,-1.0,-1.0,-1.0,False,,-2147483648,806-479-1  ,1635378410781933568,650753928359364480,1487991,2015.0,123.507047131,0.222400967821,14.0836519606,0.128821314233,2.13156015676,0.43755673355,9.76924402349,1.68762928975,-26.2204526331,0.699883491081,-0.669423282146,-0.503496646881,-0.411840289831,0.333814024925,0.47263532877,0.44301250577,-0.440944343805,0.85991948843,-0.460744917393,-0.602171838284,119,119,117,117,2,2,,0.499073625697,250.74961483,True,4.93933820724,3.61427545547,1.91142498807e-05,5,18,True,0.0502940528095,0.684227287769,0.120296940207,0.344190299511,-83.8345031738,21.1970882416,10.0953216553,33.7455673218,149,2129236.12383,2385.28921548,9.70421049974,NOT_AVAILABLE,209.111337378,24.5414567963,122.551666953,-5.64965665916,3.91095268191e-05
592,205485891,K2C2,-1,1,15.58597,0.0038107,56904.374831,0.04077,0.2818,0.2266,0.0178,0.0143,0.6482,0.15,244.7545,-17.2735,-1.0,-1.0,12.399,-1.0,-1.0,-1.0,False,,-2147483648,6206-1374-1,1635378410781933568,6246471929882168704,950717,2015.0,244.754490265,0.478447403955,-17.2733682089,0.362581696844,2.04404948023,0.400811435764,0.680260488936,1.17360198242,7.62898037965,0.912159697167,0.606137216091,-0.444863408804,-0.713967859745,-0.632281661034,-0.56912612915,-0.534061431885,-0.886288106441,0.266515016556,0.612651288509,0.3824172616,111,111,111,104,0,7,,0.805057245367,178.257811154,True,7.86648178101,1.48541486263,2.2503789296e-05,5,15,False,0.0529542788863,0.606290578842,0.0946960747242,0.0891178622842,13.4439334869,11.2505493164,10.3814897537,27.7515258789,124,199980.806172,87.2813794424,12.2722992769,NOT_AVAILABLE,357.583775232,22.8953762125,245.902145456,4.0788453632,0.000100736691214
594,202060523,K2C0,-1,1,16.4090275,0.0073539,56780.269498,0.023884,0.0437,-1.0,0.0165,-1.0,1.0,0.13,94.9868,23.7393,-1.0,-1.0,10.0,-1.0,-1.0,-1.0,False,,-2147483648,1878-376-1  ,1635378410781933568,3377550977220478848,573021,2015.0,94.9868340399,0.263081561496,23.7392763009,0.295383345903,0.664529338216,0.266840248182,0.660242832207,0.963176650004,-0.811714209806,0.927529714708,-0.55556333065,0.0824604332447,-0.787642121315,0.686487317085,-0.523743510246,0.587938070297,-0.691553771496,0.0686348378658,-0.0498858168721,-0.875282645226,80,80,80,78,0,2,,0.408330094599,176.906520679,True,4.08194494247,5.39720916748,2.83676927211e-05,5,10,False,0.511766731739,0.204846695065,0.705389022827,0.942131876945,-80.5922164917,22.1239318848,-28.0040225983,-41.8612327576,79,1960037.5886,3677.33608012,9.79410906355,NOT_AVAILABLE,188.31559044,4.12768048375,94.5640600111,0.378968294508,3.49261034359e-05
595,202060551,K2C0,-1,1,16.4969929,0.0073539,56779.198905,0.070283,0.0956,0.0234,0.0239,0.0241,0.5151,0.17,91.7561,23.1898,-1.0,-1.0,10.2,-1.0,-1.0,-1.0,False,,-2147483648,1864-1098-1 ,1635378410781933568,3425346060485149568,1574753,2015.0,91.756132626,0.310223400499,23.1898014473,0.335690101037,0.400956070361,0.275619959094,0.957699523228,1.24680387462,-3.4761784076,1.15425569924,-0.673145592213,0.0921218767762,-0.781395316124,0.733145654202,-0.531685054302,0.62125146389,-0.683238267899,0.0294499415904,-0.00182474369649,-0.921999573708,79,79,79,77,0,2,,0.478436576862,263.078735897,True,4.7436375618,4.05724334717,2.95464160445e-05,5,9,False,0.504953801632,0.394619017839,0.679022848606,0.952016234398,-100.630775452,35.523475647,-26.4320678711,-44.3577079773,77,1415997.10131,2248.22049642,10.1471141531,NOT_AVAILABLE,187.383055899,1.26123237989,91.614235742,-0.239639460463,3.04924056661e-05
602,211041532,K2C4,-1,1,17.377723,0.0050535,2457075.38812,0.037999,0.0447,0.0051,0.0121,0.0105,0.7282,0.08,55.0518,23.6342,-1.0,-1.0,11.431,-1.0,-1.0,-1.0,False,,-2147483648,1799-226-1 ,1635378410781933568,68129348230046976,1698276,2015.0,55.051832831,0.313847284213,23.6341939077,0.237419803155,2.51350577801,0.375976793113,-1.56556963554,0.982791730588,-3.71582482882,0.522959715102,0.16148096323,0.0415239706635,-0.566142737865,0.0966323241591,-0.66043138504,0.288550287485,-0.570910155773,-0.417116969824,0.312304973602,-0.413163930178,93,93,93,89,0,4,,0.701735648287,650.295460132,True,6.87438583374,1.95476448536,3.12623378704e-05,5,15,False,0.334772288799,0.536652028561,0.605337798595,0.110996358097,-84.0498046875,-14.3473320007,-32.3697090149,39.3243789673,125,466222.603126,2114.31607241,11.3532867516,NOT_AVAILABLE,165.652910598,-24.9153033451,58.2613408015,3.96322475784,3.7785853274e-05
