,dec,ra,Seq,N,RAJ2000,DEJ2000,Comp,mag1,n_mag1,mag2,n_mag2,Sp1,Sp2,Name,Simbad,N.1,o,Per,f_Per,e_Per,e,f_e,e_e,K1,K2,V0,rms1,rms2,Grade,Ref,Details,tgas_hip,tgas_tycho2_id,tgas_solution_id,tgas_source_id,tgas_random_index,tgas_ref_epoch,tgas_ra,tgas_ra_error,tgas_dec,tgas_dec_error,tgas_parallax,tgas_parallax_error,tgas_pmra,tgas_pmra_error,tgas_pmdec,tgas_pmdec_error,tgas_ra_dec_corr,tgas_ra_parallax_corr,tgas_ra_pmra_corr,tgas_ra_pmdec_corr,tgas_dec_parallax_corr,tgas_dec_pmra_corr,tgas_dec_pmdec_corr,tgas_parallax_pmra_corr,tgas_parallax_pmdec_corr,tgas_pmra_pmdec_corr,tgas_astrometric_n_obs_al,tgas_astrometric_n_obs_ac,tgas_astrometric_n_good_obs_al,tgas_astrometric_n_good_obs_ac,tgas_astrometric_n_bad_obs_al,tgas_astrometric_n_bad_obs_ac,tgas_astrometric_delta_q,tgas_astrometric_excess_noise,tgas_astrometric_excess_noise_sig,tgas_astrometric_primary_flag,tgas_astrometric_relegation_factor,tgas_astrometric_weight_al,tgas_astrometric_weight_ac,tgas_astrometric_priors_used,tgas_matched_observations,tgas_duplicated_source,tgas_scan_direction_strength_k1,tgas_scan_direction_strength_k2,tgas_scan_direction_strength_k3,tgas_scan_direction_strength_k4,tgas_scan_direction_mean_k1,tgas_scan_direction_mean_k2,tgas_scan_direction_mean_k3,tgas_scan_direction_mean_k4,tgas_phot_g_n_obs,tgas_phot_g_mean_flux,tgas_phot_g_mean_flux_error,tgas_phot_g_mean_mag,tgas_phot_variable_flag,tgas_l,tgas_b,tgas_ecl_lon,tgas_ecl_lat,tgas_match_distance
1325,-10.06258,302.13029,1205, ,20 08 31.27,-10 03 45.3,     , 6.170,V,      , ,B9.5III         ,          ,HIP 99221                    ,Simbad, ,1,9.3464, ,            ,0.01, ,      ,  51.50,  57.10,  -8.40,       ,       ,3.0,1974PASP...86..183D                                ,Details,99221,            ,1635378410781933568,4191261943383734144,1029236,2015.0,302.130320451,0.714073577077,-10.0627379663,0.395738108889,6.55215108282,0.82452838514,5.46748569456,0.036407027867,-34.273652386,0.022523634825,0.47437787056,-0.0515176653862,0.824143350124,0.350253969431,0.093393675983,0.390703827143,0.736973047256,-0.0463082045317,0.0691649317741,0.380030035973,140,140,140,134,0,6,0.348337441683,2.48254076661,964.564386262,True,24.0817012787,0.162155196071,2.42314290517e-05,3,26,False,0.245639011264,0.670977711678,0.183065742254,0.145210936666,171.720031738,-18.725025177,46.9060554504,-30.882062912,216,55037689.5691,58427.6304903,6.17311957801,NOT_AVAILABLE,32.4801173312,-21.6465836593,302.10875783,9.86710310126,1.6782899133e-05
1326,35.71831,301.84867,1206,N,20 07 23.68,+35 43 05.9,A    , 7.260,V,      , ,B0III           ,B0III     ,HIP 99122                    ,Simbad,N,1,8.3343, ,            ,0.26, ,      , 157.00, 168.50,  -5.40,       ,       ,3.0,1926PDAO....3..247P                                ,Details,99122,            ,1635378410781933568,2059046010782859392,1880083,2015.0,301.848672773,0.303917659683,35.7182709958,0.363028296524,0.46608655047,0.462786256488,-3.06980042128,0.0331238947409,-6.20622162675,0.0363104570246,-0.494474053383,-0.644666671753,0.370841085911,-0.204887613654,0.560263633728,-0.20715649426,0.394237697124,-0.274123519659,0.227788314223,-0.138783350587,63,63,62,60,1,3,0.611649036407,0.89099986086,315.436603817,True,8.6933298111,1.18174314499,9.17083434615e-06,3,13,True,0.434279769659,0.26827403903,0.291900277138,0.326815903187,123.062889099,68.2617263794,-58.0769004822,-3.27282381058,94,17993467.728,42618.8623674,7.38698289061,NOT_AVAILABLE,72.7496806046,1.7812432355,316.926992612,54.0918108189,1.9976474704e-05
1329,37.23706,302.19071,1209,N,20 08 45.77,+37 14 13.4,     , 8.570,V,      , ,B0IV            ,          ,HIP 99246                    ,Simbad,N,1,4.2876, ,            ,0.04, ,      , 106.50,       ,  -3.70,       ,       ,3.0,1957JO.....40...12M                                ,Details,99246,            ,1635378410781933568,2060025435110032896,778694,2015.0,302.190697794,0.201688051022,37.2370191166,0.255520615982,0.0931460041607,0.270710396772,-2.84090965404,0.0450012122528,-5.83821714099,0.046490393804,-0.287936866283,-0.297856003046,0.16573394835,-0.0752937421203,0.17374753952,-0.0757520571351,0.210820823908,-0.0929083749652,0.0247142929584,-0.0332315601408,124,124,124,119,0,5,1.10559046268,0.780603941607,606.57110348,True,7.63146114349,1.57580780983,1.96620439965e-05,3,17,False,0.311592668295,0.357254475355,0.215256795287,0.244478151202,-81.0314331055,68.4873275757,25.3701934814,3.06496572495,128,6059234.05691,25716.0519979,8.56872574183,NOT_AVAILABLE,74.1769424054,2.37101836104,318.332472501,55.404975179,1.66925987654e-05
1333,26.90417,302.63975,1212,N,20 10 33.54,+26 54 15.0,     , 5.510,V,      , ,A3III           ,          ,HIP 99404                    ,Simbad,N,1,9.316, ,            ,0.0, ,      ,  78.50,  86.30, -13.00,       ,       ,3.0,1936ApJ....84...85L                                ,Details,99404,           ,1635378410781933568,1836459468093145856,1102352,2015.0,302.639825494,0.378982758739,26.9042202239,0.746302240229,6.51960586932,0.875599473575,18.6930845645,0.0197950991153,12.5729028104,0.0333329625813,-0.47950053215,-0.39393517375,0.801675736904,-0.452114969492,0.593878686428,-0.388845860958,0.942366957664,-0.321058809757,0.559823215008,-0.395940929651,139,139,139,135,0,4,26.6932106018,2.34767788427,3207.60775154,True,22.7757949829,0.180796891451,4.50898296549e-05,3,23,False,0.192802131176,0.567158699036,0.0382417701185,0.630880713463,61.8985176086,74.8169403076,-39.5371360779,-7.81054544449,190,96919340.7958,289733.584271,5.55874393487,NOT_AVAILABLE,65.7095368096,-3.56917424788,313.380096593,45.5503031884,1.0783878137e-05
1348,37.76939,304.78125,1225,N,20 19 07.50,+37 46 09.8,     , 8.610,V,      , ,B0.7IVp         ,          ,BD +37 3881                  ,Simbad,N,1,4.011, ,      0.0000,0.06, ,0.0100,  46.90,       , -23.00,   2.47,  19.00,3.0,1978ApJ...222..234B                                ,Details,-2147483648,3151-1573-1 ,1635378410781933568,2061037020169731328,1788131,2015.0,304.781253701,0.162498689169,37.7693619134,0.207872909881,0.276888239375,0.260737804807,-3.1157127216,0.55915011263,-8.10027389142,0.497917501437,0.00217606080696,-0.0978946313262,-0.393454045057,-0.116053938866,0.464067906141,-0.392089933157,-0.369183331728,-0.570628166199,-0.0807774290442,-0.052169829607,102,102,102,100,0,2,,0.445003920631,166.319191612,True,4.4274148941,4.52759552002,1.67147700267e-05,5,16,False,0.236050337553,0.28092199564,0.310231298208,0.367905914783,-99.7216644287,75.1547164917,49.0560569763,8.10023784637,111,7396783.36543,10931.8443046,8.35216281531,NOT_AVAILABLE,75.7573875554,0.95290207991,322.020375566,55.1049095994,1.68861478805e-05
1350,40.88792,304.84046,1227,N,20 19 21.71,+40 53 16.5,     , 8.540,V,      , ,B2              ,B2        ,HIP 100193                   ,Simbad,N,1,1.8742, ,            ,0.06, ,      , 192.60, 219.50,  -8.60,       ,       ,3.0,1946PASP...58..247P                                ,Details,100193,            ,1635378410781933568,2068355713159146112,50659,2015.0,304.840454576,0.147590229002,40.8878795256,0.214843153543,0.636029196916,0.23638198563,-2.52645758377,0.0608136628785,-6.23186568192,0.0702673757322,-0.17389985919,-0.255484044552,0.0680623874068,-0.0176953095943,0.54389321804,-0.0421957038343,0.0850989967585,-0.073517754674,0.0573552846909,-0.00711641507223,92,92,92,91,0,1,1.23273360729,0.382836601295,139.787794223,True,3.84286642075,6.00131225586,1.36046373882e-05,3,15,False,0.50377458334,0.234284356236,0.214925453067,0.554368138313,-109.916351318,83.738899231,31.7870178223,8.11374282837,104,7241647.08176,8005.35341214,8.37517667419,NOT_AVAILABLE,78.3602180552,2.67331308696,324.426810796,57.9276076901,1.58678072465e-05
1353,38.33589,304.91146,1230,N,20 19 38.75,+38 20 09.2,A    , 8.630,V, 9.040,V,B0V             ,B0V       ,HIP 100227                   ,Simbad,N,1,2.8815, ,            ,0.01, ,      , 230.20, 226.90, -11.10,       ,       ,3.0,1949PDAO....8..135M                                ,Details,100227,            ,1635378410781933568,2061089109530641280,1678774,2015.0,304.911429165,0.166021747343,38.3358626538,0.191270042716,0.296640017273,0.214320814359,-3.68249591014,0.0961074685058,-6.07831100911,0.113706687601,-0.291942685843,-0.187177553773,0.0190512724221,-0.0532961897552,0.153762057424,-0.0737326741219,-0.0087211439386,-0.103106334805,-0.0274966452271,-0.050002515316,106,106,106,104,0,2,0.645477592945,0.273656507218,69.3790073189,True,2.8345489502,11.2029771805,1.6005087673e-05,3,16,False,0.394404143095,0.28352200985,0.0866412445903,0.290937334299,-112.249717712,67.3042907715,38.6535415649,9.80900478363,120,6386856.9434,24595.4478723,8.51155209214,NOT_AVAILABLE,76.2829400734,1.18810768832,322.583814842,55.583219427,9.07032896223e-06
1354,33.94306,305.01412,1231,N,20 20 03.39,+33 56 35.0,     , 8.350,V,      , ,A7m             ,          ,HIP 100258                   ,Simbad,N,1,4.0052, ,            ,0.0, ,      , 103.30, 101.90, -53.60,       ,       ,4.0,1971ApJ...169..549P                                ,Details,100258,            ,1635378410781933568,2054756953348119936,1860572,2015.0,305.014209224,0.148326670438,33.9430708763,0.186529728003,3.95205618737,0.234821504786,17.3666487512,0.0593709322593,2.8877431894,0.0618034500363,-0.100081287324,-0.17075124383,0.0498111099005,-0.0330326408148,0.35058042407,-0.0589546561241,0.0922899991274,-0.0973330661654,0.0580588541925,-0.0594768747687,131,131,130,128,1,3,5.64147853851,0.444071156033,112.234826814,True,1.98050117493,4.67687702179,1.17047720778e-05,3,18,False,0.195290967822,0.163493230939,0.297674715519,0.505780756474,-132.196380615,83.548324585,56.7913780212,6.74667358398,131,6211567.16393,145496.239267,8.54176710012,NOT_AVAILABLE,72.707067793,-1.36508335653,319.8690514,51.4956470757,2.02179760593e-06
1356,30.59028,305.37317,1233,N,20 21 29.56,+30 35 25.0,     , 6.730,V,      , ,Am              ,          ,HIP 100384                   ,Simbad,N,1,4.3431, ,            ,0.05, ,      ,  21.00,       , -20.90,       ,       ,3.0,1978JRASC..72..319H                                ,Details,100384,           ,1635378410781933568,1861588187871016960,176922,2015.0,305.373231682,0.283308483884,30.5903628788,0.355198799197,7.63228408835,0.43369130504,12.0187261023,0.0209248646535,21.9301965906,0.0253360777485,-0.388516038656,-0.248273357749,0.562029957771,-0.231046885252,0.117749087512,-0.224137604237,0.5835724473,-0.149530634284,0.0684300735593,-0.228214383125,139,139,139,137,0,2,0.081198386848,1.5033743513,374.513448265,True,14.6050672531,0.438198447227,1.42687304105e-05,3,21,False,0.300538182259,0.428516358137,0.0924626886845,0.297522395849,-129.158401489,62.6203041077,-57.3974914551,-2.94147109985,174,33307754.9806,17031.2261512,6.71840666077,NOT_AVAILABLE,70.1138536948,-3.51472878752,318.456114853,48.2545384156,9.01747107047e-06
1360,52.41056,305.30883,1237, ,20 21 14.12,+52 24 38.0,     , 7.500, ,      , ,G8              ,          ,HIP 100361                   ,Simbad, ,1,4516.0, ,            ,0.1, ,      ,   6.90,       , -36.60,       ,       ,4.0,1987Obs...107..114G                                ,Details,100361,            ,1635378410781933568,2184400266298660480,1198983,2015.0,305.308870841,0.214451685679,52.4105244137,0.22118760445,1.43917857084,0.244596213325,2.59218296935,0.0479129986476,-6.39789527322,0.0475558686841,0.0785013884306,-0.299420148134,0.161552369595,-0.00725447712466,0.194195464253,-0.0214129798114,0.165235519409,-0.105157919228,0.0404206179082,-0.102414295077,86,86,86,85,0,1,17.613822937,0.549100491336,107.422027268,True,5.41505050659,3.15790581703,8.58165094542e-06,3,17,False,0.216009631753,0.157039895654,0.617386877537,0.464282184839,-29.7360496521,-53.9803123474,58.8748855591,25.340883255,114,21042845.476,7210.88811753,7.21700889874,NOT_AVAILABLE,88.1412730357,8.85935558014,338.130643463,67.6718831366,1.66993951934e-05
1368,41.89847,308.21517,1245,N,20 32 51.64,+41 53 54.5,     , 7.090,V,      , ,G9V             ,          ,HIP 101382                   ,Simbad,N,1,57.321, ,      0.0014,0.305, ,0.0030,  28.75,       ,  -5.64,       ,       ,4.0,1980A&AS...42..331I                                ,Details,101382,            ,1635378410781933568,2067948241023687168,2041762,2015.0,308.214296178,0.724031122633,41.900368984,0.605946885436,46.6100775896,0.831658572869,-156.943390966,0.03652012382,453.399986922,0.0320106389801,-0.122236527503,0.150226786733,0.834056973457,-0.0985215082765,0.39786246419,-0.103611007333,0.795269846916,0.123332008719,0.317005455494,-0.125200510025,70,70,70,70,0,0,2.58704376221,2.48412958474,4771.8001945,True,24.0970878601,0.159482106566,1.11507943075e-05,3,13,False,0.5399107337,0.299988746643,0.281104117632,0.5315528512,-118.964103699,20.0705718994,-52.1523971558,15.4884567261,104,31942332.0822,12226.8549316,6.76385351277,NOT_AVAILABLE,80.651716435,1.19515078032,329.529410957,57.7094985318,1.04356916154e-05
1370,25.88264,309.03475,1247,N,20 36 08.34,+25 52 57.5,     , 6.420,V,      , ,A4III           ,          ,HIP 101641                   ,Simbad,N,1,11.088, ,            ,0.28, ,      ,  58.70,       , -18.80,       ,       ,4.0,N1934                                              ,Details,101641,           ,1635378410781933568,1855807986522402816,150333,2015.0,309.034866767,0.314385920539,25.8826989244,0.283536385542,4.52559979709,0.384500609992,26.0104744691,0.0222555977304,12.1885483521,0.0215984861156,-0.823310673237,0.459694236517,0.59329277277,-0.463052719831,-0.412237256765,-0.494692087173,0.552592158318,0.268629640341,-0.23387555778,-0.33290168643,153,153,153,149,0,4,51.3170280457,0.882411756271,487.146251642,True,8.61065101624,1.25175786018,2.109412344e-05,3,20,True,0.82375150919,0.778575658798,0.730656266212,0.783141791821,-129.773971558,41.7522964478,-18.3250637054,38.9845466614,174,45176695.7035,28926.8336761,6.38748390697,NOT_AVAILABLE,68.1270932458,-8.86809250924,320.472789257,42.7260079739,8.79103981113e-06
1377,-0.87086,310.03817,1254,N,20 40 09.16,-00 52 15.1,     ,11.600,V,      , ,K5V             ,em        ,HIP 101991                   ,Simbad,N,1,0.4117, ,            ,0.02, ,      , 159.40, 135.00, -69.30,       ,       ,3.0,1981A&A...104...24C                                ,Details,101991,            ,1635378410781933568,4226332447299604352,639253,2015.0,310.038460172,0.199521716907,-0.870794539625,0.26830234294,10.9536153503,0.255925110254,70.4243108609,0.190035686599,13.0504613511,0.15710137785,0.457140803337,0.13857640326,-0.124101743102,0.0941451340914,0.500878810883,-0.0462851040065,0.142355188727,-0.236997365952,0.0730793848634,0.301506400108,35,35,35,35,0,0,1.55861783028,0.314955850808,113.907116553,True,3.21219348907,8.56557846069,3.183575609e-05,3,6,False,0.371753007174,0.507829129696,0.440409630537,0.937909603119,69.1579055786,-55.7261772156,4.58399772644,26.4320526123,52,744277.071978,9301.82992521,10.8454334628,NOT_AVAILABLE,45.2806356487,-24.4188623614,312.239463615,16.8917454974,1.15631249922e-05
1382,-36.12017,311.57754,1259,N,20 46 18.61,-36 07 12.6,     , 6.480,V,      , ,F6IV-V          ,G8V       ,HIP 102496                   ,Simbad,N,1,18.0668, ,            ,0.09, ,      ,  44.80,  66.20, -14.10,       ,       ,3.0,1963RGOB...78..391B                                ,Details,102496,           ,1635378410781933568,6779197305087093632,270328,2015.0,311.577734171,0.294750446806,-36.1203690773,0.239445854831,15.1861111337,0.439695294005,39.8748140192,0.0273623016391,-52.1134949328,0.019954772199,0.410487741232,0.230853810906,0.437819510698,0.207694813609,-0.00787476915866,0.192705139518,0.500577688217,0.0929633304477,-0.0138467429206,0.475679248571,96,96,96,93,0,3,5.61138772964,1.03995711583,212.284143532,True,10.1288099289,0.919291138649,2.08130750252e-05,3,30,False,0.397450625896,0.450475037098,0.371708482504,0.647265613079,-31.2288608551,-33.3184585571,-49.1730651855,40.5659103394,208,45942534.4298,36849.4943069,6.36923269017,NOT_AVAILABLE,6.79298617932,-37.8964029393,304.197322673,-17.4863145034,2.03147755593e-05
1385,7.86419,312.45108,1262,N,20 49 48.26,+07 51 51.1,     , 6.330,V,      , ,A1Vs            ,          ,HIP 102819                   ,Simbad,N,1,10.883, ,            ,0.39, ,      ,  31.40,       , -30.20,       ,       ,3.0,N1933                                              ,Details,102819,           ,1635378410781933568,1749714425931629568,975679,2015.0,312.451198493,0.418573799516,7.86424173188,0.488958611361,6.96611368795,0.540976047041,26.9778019619,0.0249358037723,13.1669712919,0.0244875491199,0.0745291635394,-0.0122806141153,0.703573703766,0.0610256195068,-0.33155938983,0.0520908683538,0.839204013348,-0.0144824646413,-0.280549734831,0.140394330025,61,61,61,58,0,3,1.8119417429,1.60636780308,727.983305366,True,15.6010923386,0.386916697025,2.53503585554e-05,3,9,False,0.341732770205,0.124379210174,0.20820184052,0.920546352863,-86.5373916626,-70.3394775391,-42.4753723145,26.8694782257,74,47335569.0872,37783.6312932,6.33680105697,NOT_AVAILABLE,54.7489828211,-21.8986884143,317.337340929,24.599700626,5.8743672612e-06
1389,37.9895,312.87892,1265,N,20 51 30.94,+37 59 22.2,     , 6.970, ,      , ,B2V             ,          ,HIP 102953                   ,Simbad,N,1,3.3035, ,            ,0.02, ,      ,  63.80,       ,  -4.00,       ,       ,3.0,1949PDAO....8..129J                                ,Details,102953,           ,1635378410781933568,1872653501094897024,1434549,2015.0,312.878893384,0.279172881041,37.9894736071,0.483309576079,0.544229435748,0.444861544023,-3.32035914981,0.0234578502845,-4.27085432324,0.0320434805207,0.504568219185,-0.634577810764,0.491304695606,0.308544337749,-0.573134601116,0.249184280634,0.62071198225,-0.330091625452,-0.351499825716,0.0669401586056,80,80,80,78,0,2,11.310631752,1.050149057,352.584694115,True,10.2271127701,0.888485133648,8.27920939628e-06,3,18,False,0.123875364661,0.581557750702,0.328862190247,0.384669244289,-23.9530982971,-79.8159942627,-50.1664924622,31.7527637482,100,20034585.4535,64586.0273704,7.27031916224,NOT_AVAILABLE,79.7676917981,-4.02838061018,332.009006962,52.6037621553,1.11767851065e-05
1390,34.65764,313.01492,1266,N,20 52 03.58,+34 39 27.5,     , 7.300,V, 7.900,V,B0IV            ,B0IV      ,HIP 102999                   ,Simbad,N,1,2.9963, ,            ,0.14, ,      , 244.20, 234.40, -57.50,       ,       ,4.0,1971IzKry..43...71V                                ,Details,102999,           ,1635378410781933568,1869256697357890304,653036,2015.0,313.014918908,0.192840039764,34.6575682618,0.297370292696,0.612585107833,0.290601229427,2.76732824788,0.0281071404012,-15.9119229877,0.0322461629596,-0.11805870384,-0.247676968575,0.272140085697,-0.0463953614235,-0.144675046206,-0.037196945399,0.380667150021,-0.091714181006,-0.0544201284647,-0.282036602497,80,80,80,79,0,1,1.80634081364,0.712880080083,221.748622859,True,6.9812669754,1.9042006731,9.80743334367e-06,3,19,False,0.34245878458,0.442645698786,0.110972560942,0.239951595664,-88.9751281738,80.6487731934,16.6068572998,18.5310115814,99,18519537.6316,168389.479778,7.35569471469,NOT_AVAILABLE,77.2506747904,-6.22601914632,329.875396235,49.5510248415,1.35665827806e-05
1395,43.90064,314.10187,1271, ,20 56 24.45,+43 54 02.3,     , 7.050,V,      , ,K0III           ,          ,HIP 103356                   ,Simbad, ,1,2871.0, ,            ,0.63, ,      ,   3.50,       ,  -5.60,       ,       ,4.0,1984Obs...104....6G                                ,Details,103356,            ,1635378410781933568,2162139931839826176,1757034,2015.0,314.101843741,0.1859404151,43.9005669079,0.246673975212,4.01504889175,0.246926105881,-4.69106543449,0.0415832769167,-21.0548101531,0.0402071182251,-0.1797170192,-0.167867183685,0.162824630737,-0.0513444282115,0.143575564027,-0.0495789498091,0.241727799177,-0.0666298344731,0.0342484861612,-0.15659108758,96,96,96,96,0,0,70.5034637451,0.582786695746,350.275725231,True,5.73624038696,2.80250477791,1.35437621793e-05,3,14,False,0.390962421894,0.31222397089,0.0236869379878,0.298608064651,-93.5165328979,78.6264419556,-36.0171203613,31.9023685455,100,35894197.5458,14543.2748976,6.63720944222,NOT_AVAILABLE,84.8975028069,-0.940863656279,338.363725251,57.3530141053,1.46496355095e-05
1396,44.92472,314.14492,1272, ,20 56 34.78,+44 55 29.0,     , 5.960,V,      , ,O6              ,          ,HIP 103371                   ,Simbad, ,1,48.608, ,            ,0.1, ,      ,  42.20,       ,  -5.80,       ,       ,3.0,1922PDAO....2..183P                                ,Details,103371,            ,1635378410781933568,2163075891112979072,1652147,2015.0,314.144910642,0.31928000023,44.9247134412,0.51999796679,0.540123287034,0.532812213137,0.172113628212,0.0223897841625,-2.10551794957,0.0272170621688,-0.13224068284,-0.295150279999,0.594551086426,-0.105204388499,0.579768002033,-0.0811123922467,0.800618290901,-0.18280044198,0.4662938416,-0.119819633663,79,79,79,78,0,1,4.65365028381,1.4501994185,1736.08469432,True,14.0909461975,0.46549475193,3.62110113201e-05,3,17,False,0.480551630259,0.320440143347,0.142295524478,0.481769055128,-129.550888062,-86.3757095337,-14.6303253174,24.9269199371,118,68269576.5577,197760.465081,5.93920204097,NOT_AVAILABLE,85.696687236,-0.299608499978,339.411086743,58.2121336191,7.66941182135e-06
