##
## Kepler Eclipsing Binary Catalog
## Revision Date (Y/M/D): Aug. 9, 2016, 10:12 a.m.
## Download Date (Y/M/D): 2016/10/17
##
## Query String: {&quot;sort&quot;:&quot;p&quot;,&quot;kics&quot;:[],&quot;campaign&quot;:[&quot;5&quot;,&quot;4&quot;,&quot;1&quot;,&quot;0&quot;,&quot;3&quot;,&quot;2&quot;,&quot;-1&quot;],&quot;etvlong&quot;:true,&quot;cols&quot;:[&quot;sdepth&quot;,&quot;glon&quot;,&quot;scdata&quot;,&quot;camp&quot;,&quot;pteff&quot;,&quot;ra&quot;,&quot;bjd0&quot;,&quot;flags&quot;,&quot;morph&quot;,&quot;glat&quot;,&quot;n&quot;,&quot;pdepth&quot;,&quot;kic&quot;,&quot;lcdata&quot;,&quot;dec&quot;,&quot;koiid&quot;,&quot;keff&quot;,&quot;cteff&quot;,&quot;p&quot;,&quot;sep&quot;,&quot;pwidth&quot;,&quot;swidth&quot;,&quot;bjd0err&quot;,&quot;perr&quot;,&quot;kmag&quot;],&quot;etvshort&quot;:true,&quot;ra&quot;:{&quot;max&quot;:360.0,&quot;min&quot;:0.0},&quot;incat1&quot;:true,&quot;kois&quot;:[]}
##
EPIC,camp,KOI,Mult,period,period_err,bjd0,bjd0_err,pdepth,sdepth,pwidth,swidth,sep,morph,ra,dec,GLon,GLat,kmag,Teff,Teff(Pinsonneault),Teff(Casagrande),SC,
206532093,K2C3,-1,1,2.2033503,-1,2456979.567490,0.205039,0.2527,-1.0000,0.0931,-1.0000,1.0000,0.51,335.5779,-4.2063,-1.0000,-1.0000,11.5610,-1.0000,-1.0000,-1.0000,False,
202066699,K2C0,-1,1,2.2158878,0.0007653,56775.032904,0.031448,0.3234,0.1872,0.0794,0.0802,0.4995,0.51,98.2476,26.8696,-1.0000,-1.0000,14.4000,-1.0000,-1.0000,-1.0000,False,
211910237,K2C5,-1,1,2.2173210,0.0002376,2457140.418510,0.013689,0.0706,-1.0000,0.0271,-1.0000,1.0000,0.46,137.0947,18.8795,-1.0000,-1.0000,14.7500,-1.0000,-1.0000,-1.0000,False,
202073074,K2C0,-1,1,2.2433036,0.0007653,56775.675601,0.034640,0.2757,0.2542,0.0878,0.0884,0.5006,0.54,91.3450,20.5347,-1.0000,-1.0000,12.5000,-1.0000,-1.0000,-1.0000,False,
202073262,K2C0,-1,1,2.2461794,0.0007653,56775.656051,0.059985,0.4893,0.1098,0.1380,0.1085,0.5037,0.59,90.8463,24.0508,-1.0000,-1.0000,14.9000,-1.0000,-1.0000,-1.0000,False,
210403086,K2C4,-1,1,2.2548995,-1,2457062.865690,0.045750,0.4020,-1.0000,0.1113,-1.0000,1.0000,0.56,54.7350,13.5394,-1.0000,-1.0000,11.1100,-1.0000,-1.0000,-1.0000,False,
210793743,K2C4,-1,1,2.2718711,-1,2457062.950930,0.014072,0.2005,0.2081,0.0345,0.0329,0.4999,0.33,55.5884,19.7746,-1.0000,-1.0000,13.9600,-1.0000,-1.0000,-1.0000,False,
60018031,K2E,-1,1,2.3160435,0.0073539,55005.199074,0.598821,0.0357,0.0560,0.2586,0.2568,0.4835,0.82,0.7862,0.1303,-1.0000,-1.0000,18.6090,-1.0000,-1.0000,-1.0000,False,
204763194,K2C2,-1,1,2.3209851,0.0002376,56895.705821,0.075219,0.0070,0.0052,0.1843,0.2141,0.5036,0.82,239.9419,-20.9699,-1.0000,-1.0000,9.9730,-1.0000,-1.0000,-1.0000,False,
202073068,K2C0,-1,1,2.3347944,0.0007653,56775.635769,0.050133,0.3290,0.3365,0.1161,0.1139,0.4686,0.58,91.3450,22.6767,-1.0000,-1.0000,12.6000,-1.0000,-1.0000,-1.0000,False,
202643279,K2C2,-1,1,2.3432752,0.0002376,56895.802848,0.039087,0.1066,0.0289,0.0785,0.0626,0.4973,0.54,248.5743,-28.9036,-1.0000,-1.0000,12.2480,-1.0000,-1.0000,-1.0000,False,
202073067,K2C0,-1,1,2.3492422,0.0007653,56776.204026,0.075416,0.5605,0.2433,0.1458,0.1045,0.5024,0.61,101.2250,22.2764,-1.0000,-1.0000,13.8000,-1.0000,-1.0000,-1.0000,False,
204561871,K2C2,-1,1,2.3617460,0.0002477,56895.291951,0.053324,0.7061,0.1265,0.1145,0.1103,0.5022,0.56,239.6941,-21.8301,-1.0000,-1.0000,12.7060,-1.0000,-1.0000,-1.0000,False,
202088178,K2C0,-1,1,2.3706230,0.0008402,56775.389983,0.037251,0.1489,0.1373,0.0854,0.0709,0.5028,0.53,95.7793,18.4708,-1.0000,-1.0000,13.6000,-1.0000,-1.0000,-1.0000,False,
60020298,K2E,-1,1,2.3755153,0.0073539,54999.069880,0.198160,0.0052,0.0197,0.3853,0.1964,0.2975,0.06,354.6981,-7.8067,-1.0000,-1.0000,14.9000,-1.0000,-1.0000,-1.0000,False,
202137209,K2C0,-1,1,2.3818938,0.0008402,56769.256018,0.029950,0.0351,-1.0000,0.0679,-1.0000,1.0000,0.47,91.6629,20.5350,-1.0000,-1.0000,15.5000,-1.0000,-1.0000,-1.0000,False,
202073438,K2C0,-1,1,2.4058994,0.0008402,56776.019981,0.042261,0.4562,0.0753,0.0911,0.0806,0.5000,0.52,99.6633,19.8942,-1.0000,-1.0000,15.0000,-1.0000,-1.0000,-1.0000,False,
202073063,K2C0,-1,1,2.4124493,0.0008402,56775.864113,0.027853,0.1141,0.0490,0.0671,0.0610,0.4203,0.46,91.5003,21.0012,-1.0000,-1.0000,11.5000,-1.0000,-1.0000,-1.0000,False,
210609071,K2C4,-1,1,2.4171733,0.0002985,2457063.680700,0.007829,0.0450,0.0410,0.0199,0.0237,0.4680,0.16,54.3528,17.0927,-1.0000,-1.0000,16.0800,-1.0000,-1.0000,-1.0000,False,
210375290,K2C4,-1,1,2.4180234,0.0002985,2457063.878760,0.029971,0.1329,-1.0000,0.0691,-1.0000,1.0000,0.45,59.4311,12.8784,-1.0000,-1.0000,10.9570,-1.0000,-1.0000,-1.0000,False,
202094234,K2C0,-1,1,2.4207775,0.0008402,56769.723262,0.045145,0.1682,0.1638,0.1005,0.1030,0.4999,0.57,93.7536,26.0760,-1.0000,-1.0000,13.7000,-1.0000,-1.0000,-1.0000,False,
202086291,K2C0,-1,1,2.4351160,0.0008402,56776.560321,0.048806,0.3319,-1.0000,0.1042,-1.0000,1.0000,0.54,94.4497,25.6026,-1.0000,-1.0000,12.3000,-1.0000,-1.0000,-1.0000,False,
202083650,K2C0,-1,1,2.4601737,0.0008402,56775.530524,0.016834,0.0325,0.0153,0.0357,0.0354,0.4992,0.41,93.9848,17.3377,-1.0000,-1.0000,15.8000,-1.0000,-1.0000,-1.0000,False,
211082420,K2C4,-1,1,2.4613441,0.0003133,57062.901138,0.023244,0.0868,0.0391,0.0459,0.0490,0.4988,0.38,56.8727,24.2883,-1.0000,-1.0000,8.3640,-1.0000,-1.0000,-1.0000,False,
202093968,K2C0,-1,1,2.4700011,0.0008402,56774.562251,0.019593,0.0105,0.0011,0.0425,0.0761,0.4744,0.36,96.1613,21.1257,-1.0000,-1.0000,10.2000,-1.0000,-1.0000,-1.0000,False,
202073061,K2C0,-1,1,2.4821905,0.0008402,56776.578752,0.046348,0.7615,0.1049,0.1102,0.0831,0.5054,0.55,93.5267,18.2058,-1.0000,-1.0000,14.6000,-1.0000,-1.0000,-1.0000,False,
202065802,K2C0,-1,1,2.4885626,0.0008402,56775.794364,-1,-0.0067,-1.0000,0.1671,-1.0000,1.0000,-1.00,94.6682,24.8838,-1.0000,-1.0000,11.5000,-1.0000,-1.0000,-1.0000,False,
60019244,K2E,-1,1,2.5077339,0.0073539,54989.078152,0.208355,0.0407,0.0282,0.2010,0.0922,0.5507,0.47,359.4911,-3.6895,-1.0000,-1.0000,14.4000,-1.0000,-1.0000,-1.0000,False,
204123866,K2C2,-1,1,2.5117277,0.0002710,56896.045861,0.054246,0.2602,0.0454,0.1108,0.0871,0.5001,0.56,252.8496,-23.5712,-1.0000,-1.0000,15.5900,-1.0000,-1.0000,-1.0000,False,
201890494,K2C1,-1,1,2.5365699,0.0002586,1964.731292,0.020281,0.1116,0.0300,0.0418,0.0470,0.5026,0.32,177.7449,7.1248,-1.0000,-1.0000,12.0210,-1.0000,-1.0000,-1.0000,False,
206135267,K2C3,-1,1,2.5728680,0.0003488,2456980.034950,0.016093,0.0545,-1.0000,0.0417,-1.0000,1.0000,0.34,333.2948,-11.1774,-1.0000,-1.0000,9.2250,-1.0000,-1.0000,-1.0000,False,
202071266,K2C0,-1,1,2.5946287,0.0009445,56777.140944,0.706633,0.1148,-1.0000,0.2723,-1.0000,1.0000,0.79,91.3304,22.5478,-1.0000,-1.0000,12.5000,-1.0000,-1.0000,-1.0000,False,
210476794,K2C4,-1,1,2.5990750,0.0003296,2457064.274650,0.040272,0.0684,-1.0000,0.0791,-1.0000,1.0000,0.53,63.5930,15.0143,-1.0000,-1.0000,13.2640,-1.0000,-1.0000,-1.0000,False,
202073440,K2C0,-1,1,2.6241348,0.0009445,56774.723131,0.027034,0.2979,0.1240,0.0569,0.0698,0.6714,0.40,91.6663,23.5456,-1.0000,-1.0000,13.2000,-1.0000,-1.0000,-1.0000,False,
211545362,K2C5,-1,1,2.6545690,0.0003133,2457143.646060,-1,0.0039,-1.0000,0.1603,-1.0000,1.0000,-1.00,129.0456,13.7775,-1.0000,-1.0000,7.4910,-1.0000,-1.0000,-1.0000,False,
201862715,K2C1,-1,1,2.6556947,0.0002710,1988.784627,0.021932,0.0154,-1.0000,0.0459,-1.0000,1.0000,0.33,175.9084,6.5637,-1.0000,-1.0000,10.2470,-1.0000,-1.0000,-1.0000,False,
206477939,K2C3,-1,1,2.6856915,0.0003682,2456980.531660,0.013601,0.0574,0.0350,0.0255,0.0299,0.5000,0.24,340.7383,-5.3108,-1.0000,-1.0000,12.0680,-1.0000,-1.0000,-1.0000,False,
210475773,K2C4,-1,1,2.7359361,0.0003488,2457063.628560,0.041655,0.1874,0.1576,0.0828,0.0861,0.5016,0.54,63.6828,14.9962,-1.0000,-1.0000,12.6940,-1.0000,-1.0000,-1.0000,False,
202071731,K2C0,-1,1,2.7401973,0.0009445,56775.070483,0.041668,0.1221,0.0715,0.0804,0.0826,0.5001,0.51,99.3096,16.4252,-1.0000,-1.0000,10.6000,-1.0000,-1.0000,-1.0000,False,
210969614,K2C4,-1,1,2.7543170,0.0003682,2457063.571900,0.051752,0.1932,0.1056,0.1062,0.0962,0.5022,0.56,61.2922,22.4967,-1.0000,-1.0000,11.2060,-1.0000,-1.0000,-1.0000,False,
211944676,K2C5,-1,1,2.7705960,0.0003296,2457139.945620,0.012989,0.0512,0.0468,0.0262,0.0269,0.4997,0.28,127.9067,19.3943,-1.0000,-1.0000,9.9040,-1.0000,-1.0000,-1.0000,False,
211944856,K2C5,-1,1,2.7705960,0.0003296,2457139.960530,0.014582,0.0517,0.0508,0.0238,0.0234,0.5000,0.27,127.9059,19.3970,-1.0000,-1.0000,11.0180,-1.0000,-1.0000,-1.0000,False,
211726283,K2C5,-1,1,2.7853774,0.0003296,2457141.592280,0.033045,0.1502,0.0785,0.0679,0.0760,0.4991,0.48,124.5252,16.2720,-1.0000,-1.0000,11.1790,-1.0000,-1.0000,-1.0000,False,
210467408,K2C4,-1,1,2.8084934,0.0003682,2457064.209890,0.029645,0.3076,0.2659,0.0574,0.0590,0.4996,0.45,58.6677,14.8453,-1.0000,-1.0000,11.2530,-1.0000,-1.0000,-1.0000,False,
210961385,K2C4,-1,1,2.8171880,0.0003682,2457062.975300,0.014579,0.2238,0.1675,0.0239,0.0243,0.5014,0.23,61.0779,22.3640,-1.0000,-1.0000,16.3910,-1.0000,-1.0000,-1.0000,False,
201407812,K2C1,-1,1,2.8267820,0.0002985,1984.225299,0.043651,0.1352,-1.0000,0.0839,-1.0000,1.0000,0.48,174.0441,-0.8407,-1.0000,-1.0000,11.8580,-1.0000,-1.0000,-1.0000,False,
202073445,K2C0,-1,1,2.8355008,0.0010505,56775.005665,0.032666,0.0191,0.0159,0.0636,0.0644,0.4995,0.47,92.4275,23.9682,-1.0000,-1.0000,14.4000,-1.0000,-1.0000,-1.0000,False,
202073495,K2C0,-1,1,2.8605684,0.0010505,56775.997021,0.041712,0.6744,0.1408,0.0925,0.0655,0.5064,0.53,100.5029,24.3989,-1.0000,-1.0000,15.5000,-1.0000,-1.0000,-1.0000,False,
202060135,K2C0,-1,1,2.8653839,0.0010505,56777.685581,0.059797,0.8006,0.0931,0.1065,0.0764,0.4944,0.55,90.3671,23.1403,-1.0000,-1.0000,9.3000,-1.0000,-1.0000,-1.0000,False,
210769880,K2C4,-1,1,2.8740098,0.0003896,2457062.594470,0.016181,0.0017,-1.0000,0.0291,-1.0000,1.0000,0.37,62.5329,19.4112,-1.0000,-1.0000,11.0360,-1.0000,-1.0000,-1.0000,False,
211345799,K2C5,-1,1,2.8769154,0.0003488,2457141.209830,0.037147,0.0697,0.0603,0.0723,0.0762,0.5015,0.51,126.7998,10.7371,-1.0000,-1.0000,9.6790,-1.0000,-1.0000,-1.0000,False,
202072486,K2C0,-1,1,2.9216308,0.0010505,56776.298493,0.036279,0.0595,0.0226,0.0611,0.0352,0.4906,0.50,105.0876,20.5638,-1.0000,-1.0000,11.2000,-1.0000,-1.0000,-1.0000,False,
202083021,K2C0,-1,1,2.9319716,0.0010505,56774.013486,0.079604,0.6656,0.1611,0.1510,0.1352,0.4897,0.60,102.9537,15.6489,-1.0000,-1.0000,16.0000,-1.0000,-1.0000,-1.0000,False,
212096658,K2C5,-1,1,2.9330393,0.0003488,2457143.470410,0.015916,0.1693,0.1746,0.0322,0.0279,0.5060,0.25,126.7537,21.9569,-1.0000,-1.0000,10.2100,-1.0000,-1.0000,-1.0000,False,
202126886,K2C0,-1,1,2.9409705,0.0010505,56775.232571,0.039566,0.0346,0.0198,0.0576,0.0638,0.5009,0.46,99.8571,26.6363,-1.0000,-1.0000,14.2000,-1.0000,-1.0000,-1.0000,False,
60023653,K2E,-1,1,2.9458918,0.0073539,55000.065586,0.004446,0.0018,-1.0000,0.0083,-1.0000,1.0000,0.09,355.0347,-2.4806,-1.0000,-1.0000,10.3300,-1.0000,-1.0000,-1.0000,False,
212018340,K2C5,-1,1,2.9565140,0.0003682,2457141.040870,0.020499,0.2342,0.1927,0.0385,0.0406,0.4993,0.36,128.9604,20.5591,-1.0000,-1.0000,12.3930,-1.0000,-1.0000,-1.0000,False,
210805120,K2C4,-1,1,3.0092350,0.0004153,2457063.030930,0.066657,0.3359,0.2350,0.1173,0.0816,0.5123,0.64,62.0542,19.9442,-1.0000,-1.0000,12.5250,-1.0000,-1.0000,-1.0000,False,
201665500,K2C1,-1,1,3.0535202,0.0003296,1990.678955,0.030272,0.0794,-1.0000,0.0558,-1.0000,1.0000,0.40,177.4072,3.0672,-1.0000,-1.0000,12.1420,-1.0000,-1.0000,-1.0000,False,
202072929,K2C0,-1,1,3.0537876,0.0011813,55001.946187,0.257165,0.5876,0.0653,0.0842,0.0665,0.4997,0.50,97.9842,19.6711,-1.0000,-1.0000,10.5000,-1.0000,-1.0000,-1.0000,False,
211409713,K2C5,-1,1,3.0996127,0.0003896,2457141.094990,0.027933,0.1192,0.0089,0.0502,0.0502,0.5010,0.36,127.3417,11.7887,-1.0000,-1.0000,12.4910,-1.0000,-1.0000,-1.0000,False,
205684800,K2C2,-1,1,3.1140241,0.0003682,56900.547673,0.018075,0.0261,0.0195,0.0356,0.0342,0.4998,0.45,244.7313,-15.8045,-1.0000,-1.0000,10.9750,-1.0000,-1.0000,-1.0000,False,
211399359,K2C5,-1,1,3.1149710,0.0003896,2457141.417210,0.018861,0.0298,-1.0000,0.0342,-1.0000,1.0000,0.24,128.0671,11.6307,-1.0000,-1.0000,14.4240,-1.0000,-1.0000,-1.0000,False,
202071579,K2C0,-1,1,3.1274241,0.0011813,56774.409675,0.029450,0.0862,0.0715,0.0542,0.0486,0.5020,0.41,96.5870,15.3311,-1.0000,-1.0000,10.4000,-1.0000,-1.0000,-1.0000,False,
202072932,K2C0,-1,1,3.1329593,0.0011813,56774.529939,0.024693,0.0388,0.0282,0.0426,0.0405,0.5021,0.36,95.3097,26.1238,-1.0000,-1.0000,10.5000,-1.0000,-1.0000,-1.0000,False,
211682657,K2C5,-1,1,3.1421028,0.0003896,2457142.025310,0.049962,0.0615,0.0093,0.0835,0.0980,0.5011,0.51,133.6376,15.6819,-1.0000,-1.0000,8.9780,-1.0000,-1.0000,-1.0000,False,
202072933,K2C0,-1,1,3.1444289,0.0011813,56777.454942,0.034357,0.0010,-1.0000,0.0499,-1.0000,1.0000,0.34,100.7378,22.9862,-1.0000,-1.0000,12.2000,-1.0000,-1.0000,-1.0000,False,
210749423,K2C4,-1,1,3.1506578,0.0004415,2457062.035030,0.044242,0.1509,0.1244,0.0791,0.0804,0.4998,0.52,55.4225,19.1000,-1.0000,-1.0000,10.8060,-1.0000,-1.0000,-1.0000,False,
211421547,K2C5,-1,1,3.1507403,0.0003896,2457141.721630,0.032654,0.1441,0.1035,0.0598,0.0565,0.5000,0.45,126.5935,11.9636,-1.0000,-1.0000,12.8650,-1.0000,-1.0000,-1.0000,False,
202066394,K2C0,-1,1,3.1863622,0.0011813,56774.776353,0.034093,0.0528,0.0046,0.0450,0.0381,0.4911,0.34,95.4330,25.0325,-1.0000,-1.0000,14.3000,-1.0000,-1.0000,-1.0000,False,
202092613,K2C0,-1,1,3.1873141,0.0011813,56770.063950,0.034239,0.0394,0.0263,0.0485,0.0491,0.5006,0.39,93.9617,21.8986,-1.0000,-1.0000,13.3000,-1.0000,-1.0000,-1.0000,False,
60020058,K2E,-1,1,3.2203335,0.0073539,55001.250644,0.020281,0.0342,0.0306,0.0334,0.0341,0.5054,0.32,356.1599,-8.8523,-1.0000,-1.0000,14.8000,-1.0000,-1.0000,-1.0000,False,
205195789,K2C2,-1,1,3.2499849,0.0003896,56896.092237,0.032692,0.0105,0.0045,0.0683,0.0625,0.4997,0.49,245.6715,-18.9203,-1.0000,-1.0000,11.4460,-1.0000,-1.0000,-1.0000,False,
204073447,K2C2,-1,1,3.2501348,0.0003896,56896.527431,0.018939,0.0461,0.0030,0.0317,0.0107,0.5008,0.23,243.4499,-23.7741,-1.0000,-1.0000,11.7140,-1.0000,-1.0000,-1.0000,False,
202060800,K2C0,-1,1,3.2620473,0.0011813,56773.682064,-1,0.0264,0.0264,0.0241,0.3125,0.0000,-1.00,92.5911,23.7941,-1.0000,-1.0000,11.5000,-1.0000,-1.0000,-1.0000,False,
211825356,K2C5,-1,1,3.2626150,0.0004153,2457140.219770,0.081014,0.2816,0.1162,0.1181,0.1133,0.5045,0.58,126.8063,17.6766,-1.0000,-1.0000,12.6130,-1.0000,-1.0000,-1.0000,False,
206412289,K2C3,-1,1,3.3067360,0.0004710,2456981.782000,0.016251,0.1682,0.1569,0.0282,0.0299,0.5001,0.33,332.7456,-6.4301,-1.0000,-1.0000,14.6100,-1.0000,-1.0000,-1.0000,False,
202083510,K2C0,-1,1,3.3075922,0.0011813,56729.917585,0.012400,0.3360,0.3124,0.0190,0.0182,0.4999,0.18,105.5429,20.2093,-1.0000,-1.0000,15.2000,-1.0000,-1.0000,-1.0000,False,
202685801,K2C2,-1,1,3.3258848,0.0003896,56895.357256,0.064934,0.9040,0.0832,0.1057,0.1111,0.4900,0.55,244.0705,-28.7423,-1.0000,-1.0000,17.6910,-1.0000,-1.0000,-1.0000,False,
211432946,K2C5,-1,1,3.3440436,0.0004153,2457141.373200,0.013620,0.3754,0.2309,0.0211,0.0275,0.4997,0.22,132.6373,12.1398,-1.0000,-1.0000,14.3980,-1.0000,-1.0000,-1.0000,False,
201488365,K2C1,-1,1,3.3642645,0.0003896,1981.440815,0.047044,0.3330,-1.0000,0.0738,-1.0000,1.0000,0.45,168.1879,0.3480,-1.0000,-1.0000,8.8140,-1.0000,-1.0000,-1.0000,False,
210925707,K2C4,-1,1,3.3737610,0.0004710,2457063.917520,0.034726,0.0408,0.0371,0.0503,0.0513,0.4988,0.44,57.1205,21.7975,-1.0000,-1.0000,9.5190,-1.0000,-1.0000,-1.0000,False,
201637354,K2C1,-1,1,3.3873632,0.0003896,1983.967973,0.060317,0.4334,0.1387,0.0969,0.0938,0.5010,0.53,170.4218,2.6220,-1.0000,-1.0000,12.3340,-1.0000,-1.0000,-1.0000,False,
210397036,K2C4,-1,1,3.3900000,0.0004710,2457064.105560,0.205795,0.0124,-1.0000,0.1965,-1.0000,1.0000,0.80,62.2565,13.3983,-1.0000,-1.0000,6.0300,-1.0000,-1.0000,-1.0000,False,
202060198,K2C0,-1,1,3.4069053,0.0013735,56775.544797,0.039639,0.0448,-1.0000,0.0660,-1.0000,1.0000,0.47,92.9897,20.6724,-1.0000,-1.0000,10.9000,-1.0000,-1.0000,-1.0000,False,
212037403,K2C5,-1,1,3.4079640,0.0004415,2457140.734300,0.021093,0.1941,-1.0000,0.0328,-1.0000,1.0000,0.24,128.1787,20.8778,-1.0000,-1.0000,13.2310,-1.0000,-1.0000,-1.0000,False,
204531124,K2C2,-1,1,3.4302675,0.0004153,56894.030670,0.014625,0.0173,0.0034,0.0227,0.0354,0.4992,0.21,240.2143,-21.9589,-1.0000,-1.0000,12.1410,-1.0000,-1.0000,-1.0000,False,
202733088,K2C2,-1,1,3.4338287,0.0004153,56897.391767,0.040512,0.2185,0.1809,0.0788,0.0830,0.5032,0.52,251.1013,-28.5659,-1.0000,-1.0000,11.2030,-1.0000,-1.0000,-1.0000,False,
202126880,K2C0,-1,1,3.4608488,0.0013735,56774.509030,0.025960,0.1246,0.0126,0.0391,0.0387,0.4980,0.29,95.4342,25.8457,-1.0000,-1.0000,13.0000,-1.0000,-1.0000,-1.0000,False,
202071631,K2C0,-1,1,3.4737557,0.0013735,56770.045045,0.053359,0.0367,0.0118,0.0986,0.1953,0.4796,0.58,98.4008,18.8313,-1.0000,-1.0000,10.5000,-1.0000,-1.0000,-1.0000,False,
211929937,K2C5,-1,1,3.4758900,0.0004415,2457142.417630,0.021306,0.0223,-1.0000,0.0342,-1.0000,1.0000,0.24,129.1785,19.1738,-1.0000,-1.0000,14.1560,-1.0000,-1.0000,-1.0000,False,
210490365,K2C4,-1,1,3.4845139,0.0005066,57062.582124,0.006217,0.0098,-1.0000,0.0102,-1.0000,1.0000,0.07,63.2734,15.2478,-1.0000,-1.0000,14.5280,-1.0000,-1.0000,-1.0000,False,
211997641,K2C5,-1,1,3.4886636,0.0004415,2457140.510170,0.031521,0.2578,0.2541,0.0510,0.0530,0.5002,0.42,136.9025,20.2151,-1.0000,-1.0000,12.8210,-1.0000,-1.0000,-1.0000,False,
210784039,K2C4,-1,1,3.5182270,-1,2457061.792330,0.192357,0.0458,-1.0000,0.0547,-1.0000,1.0000,0.41,56.2176,19.6270,-1.0000,-1.0000,12.5150,-1.0000,-1.0000,-1.0000,False,
202088387,K2C0,-1,1,3.5497954,0.0013735,56777.700359,0.036670,0.0826,0.0295,0.0606,0.0546,0.5145,0.43,91.6737,22.5819,-1.0000,-1.0000,12.9000,-1.0000,-1.0000,-1.0000,False,
202071505,K2C0,-1,1,3.5554582,0.0013735,56775.778484,0.031996,0.0642,0.0436,0.0400,0.0361,0.3162,0.31,99.2913,16.1094,-1.0000,-1.0000,10.1000,-1.0000,-1.0000,-1.0000,False,
201720463,K2C1,-1,1,3.5576141,0.0004153,1964.588316,0.034071,0.1065,-1.0000,0.0578,-1.0000,1.0000,0.41,171.3536,3.9874,-1.0000,-1.0000,13.9530,-1.0000,-1.0000,-1.0000,False,
201720151,K2C1,-1,1,3.5578386,0.0004153,2010.937281,0.033418,0.1036,-1.0000,0.0583,-1.0000,1.0000,0.42,171.3520,3.9824,-1.0000,-1.0000,18.2910,-1.0000,-1.0000,-1.0000,False,
211462458,K2C5,-1,1,3.6017835,0.0004710,2457148.587320,0.029977,0.1116,0.0349,0.0469,0.0411,0.5010,0.36,136.4044,12.5897,-1.0000,-1.0000,11.1910,-1.0000,-1.0000,-1.0000,False,
210622523,K2C4,-1,1,3.6139694,0.0005436,2457066.036350,0.016002,0.3137,0.0885,0.0241,0.0222,0.5013,0.18,57.6785,17.2832,-1.0000,-1.0000,17.9520,-1.0000,-1.0000,-1.0000,False,
206187484,K2C3,-1,1,3.6499560,0.0005436,2456979.490840,0.022205,0.1259,0.0059,0.0343,0.0403,0.4969,0.25,334.6715,-9.9756,-1.0000,-1.0000,11.4140,-1.0000,-1.0000,-1.0000,False,
202059360,K2C0,-1,1,3.6748011,0.0015784,56775.511619,0.089040,0.0176,0.0073,0.0956,0.2866,0.4789,0.63,96.2336,14.4069,-1.0000,-1.0000,9.0000,-1.0000,-1.0000,-1.0000,False,
212024647,K2C5,-1,1,3.6965230,0.0005066,2457142.103230,0.021950,0.1590,0.0206,0.0322,0.0475,0.4808,0.25,127.9352,20.6638,-1.0000,-1.0000,10.2790,-1.0000,-1.0000,-1.0000,False,
60021491,K2E,-1,1,3.7116193,-1,55001.674674,0.042369,0.2877,0.0030,0.0617,0.2114,0.3539,0.42,0.4467,-3.1685,-1.0000,-1.0000,11.4140,-1.0000,-1.0000,-1.0000,False,
203294831,K2C2,-1,1,3.7180741,0.0004710,56897.379506,0.021616,0.0463,0.0435,0.0325,0.0309,0.4987,0.32,239.8792,-26.6044,-1.0000,-1.0000,11.5710,-1.0000,-1.0000,-1.0000,False,
205962680,K2C3,-1,1,3.7659280,0.0005905,2456979.718550,0.027808,0.0563,0.0510,0.0400,0.0417,0.5002,0.36,340.0339,-15.9588,-1.0000,-1.0000,9.4440,-1.0000,-1.0000,-1.0000,False,
212082682,K2C5,-1,1,3.7979801,0.0005066,2457142.645040,0.017190,0.1095,-1.0000,0.0256,-1.0000,1.0000,0.17,133.2885,21.6905,-1.0000,-1.0000,14.6110,-1.0000,-1.0000,-1.0000,False,
202126849,K2C0,-1,1,3.8000107,0.0015784,56778.072213,0.012822,0.0265,-1.0000,0.0182,-1.0000,1.0000,0.14,99.8980,25.4825,-1.0000,-1.0000,13.6000,-1.0000,-1.0000,-1.0000,False,
202073442,K2C0,-1,1,3.8691598,0.0015784,56776.751734,0.229784,0.0055,0.0057,0.1905,0.2755,0.5224,0.94,92.5377,23.9361,-1.0000,-1.0000,13.6000,-1.0000,-1.0000,-1.0000,False,
210360901,K2C4,-1,1,3.9517312,0.0005905,2457063.700440,-1,-0.0248,-1.0000,0.1317,-1.0000,1.0000,-1.00,60.0661,12.5149,-1.0000,-1.0000,16.8290,-1.0000,-1.0000,-1.0000,False,
202072596,K2C0,-1,1,3.9795998,0.0015784,56776.883052,0.030545,0.0393,-1.0000,0.0410,-1.0000,1.0000,0.35,99.5107,20.9393,-1.0000,-1.0000,11.2000,-1.0000,-1.0000,-1.0000,False,
202072958,K2C0,-1,1,4.0247000,0.0015784,56775.657198,0.044570,0.0762,0.0707,0.0619,0.0575,0.4997,0.50,94.1976,24.0784,-1.0000,-1.0000,10.5000,-1.0000,-1.0000,-1.0000,False,
202060541,K2C0,-1,1,4.0493714,0.0015784,56777.421978,0.376537,0.0261,-1.0000,0.2297,-1.0000,1.0000,0.76,94.0826,20.9127,-1.0000,-1.0000,10.2000,-1.0000,-1.0000,-1.0000,False,
202071994,K2C0,-1,1,4.0510732,0.0015784,56778.043895,0.049066,0.1242,0.1067,0.0651,0.0807,0.3488,0.43,96.7525,17.7897,-1.0000,-1.0000,9.6000,-1.0000,-1.0000,-1.0000,False,
205703094,K2C2,-1,1,4.0582741,0.0005066,56895.839409,0.045416,0.0693,-1.0000,0.0639,-1.0000,1.0000,0.42,247.3389,-15.6467,-1.0000,-1.0000,12.5140,-1.0000,-1.0000,-1.0000,False,
